model,run_id,template_id,sample_kind,n,valid_n,parse_success_rate,accuracy,to_recommended_rate,over_commitment,high_conf_overcommit_80,high_conf_overcommit_90,pred_mandatory_rate,pred_recommended_rate,pred_optional_rate,pred_nice_to_have_rate,mean_confidence,unresolved_n,no_readable_cue_n,strict_text_over_commitment,strict_text_over_commitment_n_numerator,strict_text_over_commitment_n_denominator,strict_text_over_commitment_ci_low,strict_text_over_commitment_ci_high,strict_text_over_commitment_seed_ci_low,strict_text_over_commitment_seed_ci_high,text_over_commitment,text_over_commitment_n_numerator,text_over_commitment_n_denominator,text_over_commitment_ci_low,text_over_commitment_ci_high,text_over_commitment_seed_ci_low,text_over_commitment_seed_ci_high,bootstrap_ci_cluster_field
glm-5.3-flash,weak-probe-must-20260916-172244-8c09f7f1,future_enhancement,deterministic,180,180,1.0,0.4,0.0,0.6,0.5944444444444444,0.35555555555555557,0.0,0.0,0.6,0.4,0.8875,0,0,0.5888888888888889,106,180,0.5222222222222223,0.6611111111111111,0.5222222222222223,0.6611111111111111,0.5888888888888889,106,180,0.5222222222222223,0.6611111111111111,0.5222222222222223,0.6611111111111111,item_id
glm-5.3-flash,weak-probe-must-20260916-172244-8c09f7f1,low_priority_enhancement,deterministic,180,180,1.0,0.6666666666666666,0.0,0.3333333333333333,0.32222222222222224,0.21666666666666667,0.0,0.0,0.3333333333333333,0.6666666666666666,0.9127777777777778,0,0,1.0,180,180,1.0,1.0,1.0,1.0,1.0,180,180,1.0,1.0,1.0,1.0,item_id
glm-5.3-flash,weak-probe-must-20260916-172244-8c09f7f1,nice_if,deterministic,180,180,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9566666666666666,0,0,1.0,180,180,1.0,1.0,1.0,1.0,1.0,180,180,1.0,1.0,1.0,1.0,item_id
glm-5.3-flash,weak-probe-must-20260916-172244-8c09f7f1,useful_if,deterministic,180,180,1.0,0.8833333333333333,0.11666666666666667,0.11666666666666667,0.1111111111111111,0.027777777777777776,0.0,0.11666666666666667,0.0,0.8833333333333333,0.8716666666666668,0,0,1.0,180,180,1.0,1.0,1.0,1.0,1.0,180,180,1.0,1.0,1.0,1.0,item_id
glm-5.3-flash,weak-probe-must-20260916-172244-8c09f7f1,future_enhancement,stochastic,900,900,1.0,0.4011111111111111,0.0,0.5988888888888889,0.5866666666666667,0.4011111111111111,0.0,0.0,0.5988888888888889,0.4011111111111111,0.8883888888888888,0,0,0.5511111111111111,496,900,0.5011111111111111,0.5966666666666667,0.5011111111111111,0.5966666666666667,0.5511111111111111,496,900,0.5011111111111111,0.5966666666666667,0.5011111111111111,0.5966666666666667,item_id
glm-5.3-flash,weak-probe-must-20260916-172244-8c09f7f1,low_priority_enhancement,stochastic,900,900,1.0,0.6933333333333334,0.0011111111111111111,0.30666666666666664,0.29777777777777775,0.18222222222222223,0.0,0.0011111111111111111,0.3055555555555556,0.6933333333333334,0.9105555555555556,0,0,0.9966666666666667,897,900,0.9922222222222222,1.0,0.9922222222222222,1.0,0.9977777777777778,898,900,0.9944444444444445,1.0,0.9944444444444445,1.0,item_id
glm-5.3-flash,weak-probe-must-20260916-172244-8c09f7f1,nice_if,stochastic,900,900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9555333333333331,0,0,0.9977777777777778,898,900,0.9944444444444445,1.0,0.9944444444444445,1.0,1.0,900,900,1.0,1.0,1.0,1.0,item_id
glm-5.3-flash,weak-probe-must-20260916-172244-8c09f7f1,useful_if,stochastic,900,900,1.0,0.8844444444444445,0.11555555555555555,0.11555555555555555,0.10333333333333333,0.024444444444444446,0.0,0.11555555555555555,0.0,0.8844444444444445,0.8720555555555556,0,0,1.0,900,900,1.0,1.0,1.0,1.0,1.0,900,900,1.0,1.0,1.0,1.0,item_id
