slice_kind,slice,threshold,dispersion_weight,entropy_weight,is_reference,n,n_positive,auroc,auroc_undefined,ci_low,ci_high,delta_vs_reference,delta_ci_low,delta_ci_high,n_defined_draws,ci_cluster_field,n_clusters
model,glm-5.3-flash,0.5,0.1,0.9,False,2879,752,0.7644372880592983,False,0.7403827690768368,0.788968651725219,0.0,0.0,0.0,1000,seed_id,360
model,glm-5.3-flash,0.5,0.2,0.8,False,2879,752,0.7644372880592983,False,0.7403827690768368,0.788968651725219,0.0,0.0,0.0,1000,seed_id,360
model,glm-5.3-flash,0.5,0.3,0.7,False,2879,752,0.7644372880592983,False,0.7403827690768368,0.788968651725219,0.0,0.0,0.0,1000,seed_id,360
model,glm-5.3-flash,0.5,0.5,0.5,False,2879,752,0.7644372880592983,False,0.7403827690768368,0.788968651725219,0.0,0.0,0.0,1000,seed_id,360
model,glm-5.3-flash,0.5,1.0,0.0,False,2879,752,0.7644372880592983,False,0.7403827690768368,0.788968651725219,0.0,0.0,0.0,1000,seed_id,360
model,glm-5.3-flash,0.7,0.0,1.0,False,2879,752,0.5,False,0.5,0.5,-0.26443728805929834,-0.288968651725219,-0.24038276907683673,1000,seed_id,360
model,glm-5.3-flash,0.7,0.1,0.9,False,2879,752,0.7644372880592983,False,0.7403827690768368,0.788968651725219,0.0,0.0,0.0,1000,seed_id,360
model,glm-5.3-flash,0.7,0.2,0.8,False,2879,752,0.7644372880592983,False,0.7403827690768368,0.788968651725219,0.0,0.0,0.0,1000,seed_id,360
model,glm-5.3-flash,0.7,0.3,0.7,False,2879,752,0.7644372880592983,False,0.7403827690768368,0.788968651725219,0.0,0.0,0.0,1000,seed_id,360
model,glm-5.3-flash,0.7,0.5,0.5,False,2879,752,0.7644372880592983,False,0.7403827690768368,0.788968651725219,0.0,0.0,0.0,1000,seed_id,360
model,glm-5.3-flash,0.7,1.0,0.0,False,2879,752,0.7644372880592983,False,0.7403827690768368,0.788968651725219,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.1,0.0,1.0,False,2880,720,0.5046296296296297,False,0.5002295524691358,0.5106494663065844,-0.4264737654320987,-0.4471621415252057,-0.403832706404321,1000,seed_id,360
model,qwen3.6-27b,0.1,0.1,0.9,False,2880,720,0.9311014660493827,False,0.9114035252700617,0.9499522730195473,-1.9290123456361385e-06,-2.2505144032902713e-05,1.1590149177026484e-05,1000,seed_id,360
model,qwen3.6-27b,0.1,0.2,0.8,False,2880,720,0.9311014660493827,False,0.9114035252700617,0.9499522730195473,-1.9290123456361385e-06,-2.2505144032902713e-05,1.1590149177026484e-05,1000,seed_id,360
model,qwen3.6-27b,0.1,0.3,0.7,False,2880,720,0.9311014660493827,False,0.9114035252700617,0.9499522730195473,-1.9290123456361385e-06,-2.2505144032902713e-05,1.1590149177026484e-05,1000,seed_id,360
model,qwen3.6-27b,0.1,0.5,0.5,False,2880,720,0.9311014660493827,False,0.9114035252700617,0.9499522730195473,-1.9290123456361385e-06,-2.2505144032902713e-05,1.1590149177026484e-05,1000,seed_id,360
model,qwen3.6-27b,0.1,1.0,0.0,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.2,0.0,1.0,False,2880,720,0.5,False,0.5,0.5,-0.43110339506172835,-0.4499472575874485,-0.4114018936471193,1000,seed_id,360
model,qwen3.6-27b,0.2,0.1,0.9,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.2,0.2,0.8,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.2,0.3,0.7,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.2,0.5,0.5,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.2,1.0,0.0,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.35,0.0,1.0,False,2880,720,0.5,False,0.5,0.5,-0.43110339506172835,-0.4499472575874485,-0.4114018936471193,1000,seed_id,360
model,qwen3.6-27b,0.35,0.1,0.9,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.35,0.2,0.8,True,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.35,0.3,0.7,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.35,0.5,0.5,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.35,1.0,0.0,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.5,0.0,1.0,False,2880,720,0.5,False,0.5,0.5,-0.43110339506172835,-0.4499472575874485,-0.4114018936471193,1000,seed_id,360
model,qwen3.6-27b,0.5,0.1,0.9,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.5,0.2,0.8,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.5,0.3,0.7,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.5,0.5,0.5,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.5,1.0,0.0,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.7,0.0,1.0,False,2880,720,0.5,False,0.5,0.5,-0.43110339506172835,-0.4499472575874485,-0.4114018936471193,1000,seed_id,360
model,qwen3.6-27b,0.7,0.1,0.9,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.7,0.2,0.8,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.7,0.3,0.7,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.7,0.5,0.5,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.6-27b,0.7,1.0,0.0,False,2880,720,0.9311033950617283,False,0.9114018936471193,0.9499472575874485,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.1,0.0,1.0,False,2880,720,0.5002276234567902,False,0.4965173611111111,0.5041666666666667,-0.19604616769547323,-0.22499246881430038,-0.16675092431841565,1000,seed_id,360
model,qwen3.8-27b,0.1,0.1,0.9,False,2880,720,0.696255787037037,False,0.668087344071502,0.7250582883230453,-1.8004115226344375e-05,-6.430041152272192e-05,0.0,1000,seed_id,360
model,qwen3.8-27b,0.1,0.2,0.8,False,2880,720,0.696255787037037,False,0.668087344071502,0.7250582883230453,-1.8004115226344375e-05,-6.430041152272192e-05,0.0,1000,seed_id,360
model,qwen3.8-27b,0.1,0.3,0.7,False,2880,720,0.696255787037037,False,0.668087344071502,0.7250582883230453,-1.8004115226344375e-05,-6.430041152272192e-05,0.0,1000,seed_id,360
model,qwen3.8-27b,0.1,0.5,0.5,False,2880,720,0.696255787037037,False,0.668087344071502,0.7250582883230453,-1.8004115226344375e-05,-6.430041152272192e-05,0.0,1000,seed_id,360
model,qwen3.8-27b,0.1,1.0,0.0,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.2,0.0,1.0,False,2880,720,0.5,False,0.5,0.5,-0.1962737911522634,-0.22511283114711936,-0.1681000434027778,1000,seed_id,360
model,qwen3.8-27b,0.2,0.1,0.9,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.2,0.2,0.8,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.2,0.3,0.7,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.2,0.5,0.5,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.2,1.0,0.0,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.35,0.0,1.0,False,2880,720,0.5,False,0.5,0.5,-0.1962737911522634,-0.22511283114711936,-0.1681000434027778,1000,seed_id,360
model,qwen3.8-27b,0.35,0.1,0.9,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.35,0.2,0.8,True,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.35,0.3,0.7,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.35,0.5,0.5,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.35,1.0,0.0,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.5,0.0,1.0,False,2880,720,0.5,False,0.5,0.5,-0.1962737911522634,-0.22511283114711936,-0.1681000434027778,1000,seed_id,360
model,qwen3.8-27b,0.5,0.1,0.9,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.5,0.2,0.8,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
model,qwen3.8-27b,0.5,0.3,0.7,False,2880,720,0.6962737911522634,False,0.6681000434027778,0.7251128311471193,0.0,0.0,0.0,1000,seed_id,360
