model,run_id,template_id,baseline,metric,baseline_unreadable_or_missing_n,other_unreadable_or_missing_n,delta,ci_low,ci_high,n_complete_pairs,n_excluded_single_arm,cluster_field,n_clusters
gemma4-31b-it,weak-probe-must-20260916-175325-d4c27c2a,nice_if,useful_if,strict,0,0,0.0,0.0,0.0,180,0,seed_id,180
gemma4-31b-it,weak-probe-must-20260916-175325-d4c27c2a,nice_if,useful_if,broad,0,0,0.0,0.0,0.0,180,0,seed_id,180
gemma4-31b-it,weak-probe-must-20260916-175325-d4c27c2a,low_priority_enhancement,useful_if,strict,0,0,0.0,0.0,0.0,180,0,seed_id,180
gemma4-31b-it,weak-probe-must-20260916-175325-d4c27c2a,low_priority_enhancement,useful_if,broad,0,0,0.0,0.0,0.0,180,0,seed_id,180
gemma4-31b-it,weak-probe-must-20260916-175325-d4c27c2a,future_enhancement,useful_if,strict,0,0,-0.06666666666666665,-0.10555555555555551,-0.033333333333333326,180,0,seed_id,180
gemma4-31b-it,weak-probe-must-20260916-175325-d4c27c2a,future_enhancement,useful_if,broad,0,0,-0.06666666666666665,-0.10555555555555551,-0.033333333333333326,180,0,seed_id,180
