model,arm,stratum,metric,baseline_arm,baseline_value,arm_value,full_arm_baseline_descriptive,full_arm_comparison_descriptive,delta,delta_ci_low,delta_ci_high,delta_cluster_field,n_delta_clusters,n_baseline,n_arm,n_complete_pairs,n_excluded_single_arm,n_matched_capabilities,n_excluded_ineligible_items,n_duplicate_identities,n_missing_identity_rows,n_baseline_failed_items,n_comparison_failed_items,n_baseline_unclassified_items,n_comparison_unclassified_items,n_baseline_eligible_items,n_comparison_eligible_items,unavailable_reason,delta_ci_unavailable_reason,cluster_note
gpt-oss-20b,shuffled,weak_intent,label_accuracy,single,0.14444444444444443,0.6777777777777778,0.14444444444444443,0.6777777777777778,0.5333333333333334,0.45,0.611111111111111,seed_id,180,180,180,180,0,180,0,0,0,0,0,35,15,180,180,,,capability-conditional; cross-capability request dependence not modelled
gpt-oss-20b,shuffled,weak_intent,strict_text_strengthening,single,1.0,0.2222222222222222,1.0,0.22424242424242424,-0.7777777777777778,-0.8518518518518519,-0.7111111111111111,seed_id,135,180,180,135,0,135,45,0,0,0,0,35,15,145,165,,,capability-conditional; cross-capability request dependence not modelled
gpt-oss-20b,shuffled,weak_intent,broad_text_strengthening,single,1.0,0.2222222222222222,1.0,0.22424242424242424,-0.7777777777777778,-0.8518518518518519,-0.7111111111111111,seed_id,135,180,180,135,0,135,45,0,0,0,0,35,15,145,165,,,capability-conditional; cross-capability request dependence not modelled
gpt-oss-20b,shuffled_4,weak_intent,label_accuracy,single,0.14444444444444443,0.32222222222222224,0.14444444444444443,0.32222222222222224,0.1777777777777778,0.08888888888888888,0.2722222222222222,seed_id,180,180,180,180,0,180,0,0,0,0,0,35,3,180,180,,,capability-conditional; cross-capability request dependence not modelled
gpt-oss-20b,shuffled_4,weak_intent,strict_text_strengthening,single,1.0,0.4647887323943662,1.0,0.4689265536723164,-0.5352112676056338,-0.6126760563380282,-0.45070422535211263,seed_id,142,180,180,142,0,142,38,0,0,0,0,35,3,145,177,,,capability-conditional; cross-capability request dependence not modelled
gpt-oss-20b,shuffled_4,weak_intent,broad_text_strengthening,single,1.0,0.47183098591549294,1.0,0.480225988700565,-0.528169014084507,-0.6056338028169015,-0.4436619718309859,seed_id,142,180,180,142,0,142,38,0,0,0,0,35,3,145,177,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,grouped,all,label_accuracy,single,1.0,1.0,1.0,1.0,0.0,0.0,0.0,seed_id,180,720,720,720,0,180,0,0,0,0,0,53,208,720,720,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,grouped,all,strict_text_strengthening,single,0.267223382045929,0.1837160751565762,0.2698650674662669,0.171875,-0.08350730688935279,-0.10516290399756406,-0.0627615062761506,seed_id,128,720,720,479,0,128,241,0,0,0,0,53,208,667,512,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,grouped,all,broad_text_strengthening,single,0.3298538622129436,0.6701461377870563,0.3238380809595202,0.65625,0.34029227557411273,0.2832911165184091,0.3938976879095196,seed_id,128,720,720,479,0,128,241,0,0,0,0,53,208,667,512,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,grouped_4,all,label_accuracy,single,1.0,1.0,1.0,1.0,0.0,0.0,0.0,seed_id,180,720,720,720,0,180,0,0,0,0,0,53,80,720,720,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,grouped_4,all,strict_text_strengthening,single,0.26755852842809363,0.1505016722408027,0.2698650674662669,0.140625,-0.11705685618729095,-0.13874788494077833,-0.09747899159663864,seed_id,160,720,720,598,0,160,122,0,0,0,0,53,80,667,640,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,grouped_4,all,broad_text_strengthening,single,0.3177257525083612,0.5,0.3238380809595202,0.4875,0.18227424749163879,0.12605042016806722,0.2365970951121958,seed_id,160,720,720,598,0,160,122,0,0,0,0,53,80,667,640,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,shuffled,all,label_accuracy,single,1.0,1.0,1.0,1.0,0.0,0.0,0.0,seed_id,180,720,720,720,0,180,0,0,0,0,0,53,256,720,720,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,shuffled,all,strict_text_strengthening,single,0.2523364485981308,0.12850467289719625,0.2698650674662669,0.11853448275862069,-0.12383177570093457,-0.15294184797206556,-0.09442870848371326,seed_id,167,720,720,428,0,167,292,0,0,0,0,53,256,667,464,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,shuffled,all,broad_text_strengthening,single,0.3037383177570093,0.26401869158878505,0.3238380809595202,0.25862068965517243,-0.039719626168224276,-0.08259351908866994,0.004962779156327535,seed_id,167,720,720,428,0,167,292,0,0,0,0,53,256,667,464,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,shuffled_4,all,label_accuracy,single,1.0,1.0,1.0,1.0,0.0,0.0,0.0,seed_id,180,720,720,720,0,180,0,0,0,0,0,53,52,720,720,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,shuffled_4,all,strict_text_strengthening,single,0.26978998384491115,0.1938610662358643,0.2698650674662669,0.18263473053892215,-0.07592891760904685,-0.09594278438706082,-0.057784911717496,seed_id,179,720,720,619,0,179,101,0,0,0,0,53,52,667,668,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,shuffled_4,all,broad_text_strengthening,single,0.32794830371567046,0.41195476575121165,0.3238380809595202,0.3967065868263473,0.08400646203554119,0.04784308654277692,0.11624390325468449,seed_id,179,720,720,619,0,179,101,0,0,0,0,53,52,667,668,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,grouped,weak_intent,label_accuracy,single,1.0,1.0,1.0,1.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,52,180,180,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,grouped,weak_intent,strict_text_strengthening,single,1.0,0.6875,1.0,0.6875,-0.3125,-0.3984375,-0.234375,seed_id,128,180,180,128,0,128,52,0,0,0,0,0,52,180,128,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,grouped,weak_intent,broad_text_strengthening,single,1.0,0.875,1.0,0.875,-0.125,-0.1875,-0.0703125,seed_id,128,180,180,128,0,128,52,0,0,0,0,0,52,180,128,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,grouped_4,weak_intent,label_accuracy,single,1.0,1.0,1.0,1.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,20,180,180,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,grouped_4,weak_intent,strict_text_strengthening,single,1.0,0.5625,1.0,0.5625,-0.4375,-0.5125,-0.36250000000000004,seed_id,160,180,180,160,0,160,20,0,0,0,0,0,20,180,160,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,grouped_4,weak_intent,broad_text_strengthening,single,1.0,0.65,1.0,0.65,-0.35,-0.4189062499999999,-0.28125,seed_id,160,180,180,160,0,160,20,0,0,0,0,0,20,180,160,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,shuffled,weak_intent,label_accuracy,single,1.0,1.0,1.0,1.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,72,180,180,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,shuffled,weak_intent,strict_text_strengthening,single,1.0,0.46296296296296297,1.0,0.46296296296296297,-0.537037037037037,-0.6203703703703703,-0.44421296296296314,seed_id,108,180,180,108,0,108,72,0,0,0,0,0,72,180,108,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,shuffled,weak_intent,broad_text_strengthening,single,1.0,0.5555555555555556,1.0,0.5555555555555556,-0.4444444444444444,-0.5277777777777778,-0.35185185185185186,seed_id,108,180,180,108,0,108,72,0,0,0,0,0,72,180,108,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,shuffled_4,weak_intent,label_accuracy,single,1.0,1.0,1.0,1.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,13,180,180,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,shuffled_4,weak_intent,strict_text_strengthening,single,1.0,0.7005988023952096,1.0,0.7005988023952096,-0.29940119760479045,-0.37125748502994016,-0.22754491017964074,seed_id,167,180,180,167,0,167,13,0,0,0,0,0,13,180,167,,,capability-conditional; cross-capability request dependence not modelled
muse-glimmer-30b,shuffled_4,weak_intent,broad_text_strengthening,single,1.0,0.8203592814371258,1.0,0.8203592814371258,-0.17964071856287422,-0.23952095808383234,-0.12574850299401197,seed_id,167,180,180,167,0,167,13,0,0,0,0,0,13,180,167,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,grouped,all,label_accuracy,single,0.7486111111111111,1.0,0.7486111111111111,1.0,0.2513888888888889,0.25,0.25416666666666665,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,grouped,all,strict_text_strengthening,single,0.24722222222222223,0.0,0.24722222222222223,0.0,-0.24722222222222223,-0.25277777777777777,-0.24166666666666667,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,grouped,all,broad_text_strengthening,single,0.2763888888888889,0.21666666666666667,0.2763888888888889,0.21666666666666667,-0.05972222222222223,-0.10833333333333336,-0.006944444444444475,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,grouped_4,all,label_accuracy,single,0.7486111111111111,1.0,0.7486111111111111,1.0,0.2513888888888889,0.25,0.25416666666666665,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,grouped_4,all,strict_text_strengthening,single,0.24722222222222223,0.001388888888888889,0.24722222222222223,0.001388888888888889,-0.24583333333333335,-0.2513888888888889,-0.2388888888888889,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,grouped_4,all,broad_text_strengthening,single,0.2763888888888889,0.11388888888888889,0.2763888888888889,0.11388888888888889,-0.16250000000000003,-0.2013888888888889,-0.11805555555555555,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,shuffled,all,label_accuracy,single,0.7486111111111111,0.8277777777777777,0.7486111111111111,0.8277777777777777,0.07916666666666661,0.0625,0.09722222222222221,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,shuffled,all,strict_text_strengthening,single,0.24722222222222223,0.10277777777777777,0.24722222222222223,0.10277777777777777,-0.14444444444444446,-0.16249999999999998,-0.125,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,shuffled,all,broad_text_strengthening,single,0.2763888888888889,0.4263888888888889,0.2763888888888889,0.4263888888888889,0.14999999999999997,0.11802083333333337,0.18472222222222223,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,shuffled_4,all,label_accuracy,single,0.7486111111111111,0.7388888888888889,0.7486111111111111,0.7388888888888889,-0.009722222222222188,-0.023611111111111138,0.005555555555555536,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,shuffled_4,all,strict_text_strengthening,single,0.24722222222222223,0.14444444444444443,0.24722222222222223,0.14444444444444443,-0.1027777777777778,-0.12086805555555556,-0.08333333333333334,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,shuffled_4,all,broad_text_strengthening,single,0.2763888888888889,0.5597222222222222,0.2763888888888889,0.5597222222222222,0.2833333333333333,0.24861111111111112,0.31388888888888894,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,grouped,weak_intent,label_accuracy,single,0.0,1.0,0.0,1.0,1.0,1.0,1.0,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,grouped,weak_intent,strict_text_strengthening,single,0.9833333333333333,0.0,0.9833333333333333,0.0,-0.9833333333333333,-1.0,-0.9611111111111111,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,grouped,weak_intent,broad_text_strengthening,single,1.0,0.28888888888888886,1.0,0.28888888888888886,-0.7111111111111111,-0.7723611111111112,-0.6444444444444444,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,grouped_4,weak_intent,label_accuracy,single,0.0,1.0,0.0,1.0,1.0,1.0,1.0,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,grouped_4,weak_intent,strict_text_strengthening,single,0.9833333333333333,0.005555555555555556,0.9833333333333333,0.005555555555555556,-0.9777777777777777,-0.9944444444444445,-0.9555555555555555,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,grouped_4,weak_intent,broad_text_strengthening,single,1.0,0.15555555555555556,1.0,0.15555555555555556,-0.8444444444444444,-0.8944444444444445,-0.7888888888888889,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,shuffled,weak_intent,label_accuracy,single,0.0,0.32222222222222224,0.0,0.32222222222222224,0.32222222222222224,0.25555555555555554,0.39444444444444443,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,shuffled,weak_intent,strict_text_strengthening,single,0.9833333333333333,0.3888888888888889,0.9833333333333333,0.3888888888888889,-0.5944444444444443,-0.6611111111111112,-0.5222222222222223,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,shuffled,weak_intent,broad_text_strengthening,single,1.0,0.7277777777777777,1.0,0.7277777777777777,-0.27222222222222225,-0.3388888888888889,-0.21111111111111114,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,shuffled_4,weak_intent,label_accuracy,single,0.0,0.05,0.0,0.05,0.05,0.022222222222222223,0.08333333333333333,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,shuffled_4,weak_intent,strict_text_strengthening,single,0.9833333333333333,0.5611111111111111,0.9833333333333333,0.5611111111111111,-0.42222222222222217,-0.49444444444444446,-0.35,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.5-9b,shuffled_4,weak_intent,broad_text_strengthening,single,1.0,0.9222222222222223,1.0,0.9222222222222223,-0.07777777777777772,-0.12222222222222223,-0.0444444444444444,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,grouped,all,label_accuracy,single,0.7625,1.0,0.7625,1.0,0.23750000000000004,0.22916666666666663,0.24444444444444446,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,grouped,all,strict_text_strengthening,single,0.25,0.0,0.25,0.0,-0.25,-0.25,-0.25,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,grouped,all,broad_text_strengthening,single,0.25,0.0,0.25,0.0,-0.25,-0.25,-0.25,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,grouped_4,all,label_accuracy,single,0.7625,1.0,0.7625,1.0,0.23750000000000004,0.22916666666666663,0.24444444444444446,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,grouped_4,all,strict_text_strengthening,single,0.25,0.001388888888888889,0.25,0.001388888888888889,-0.24861111111111112,-0.25,-0.24583333333333332,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,grouped_4,all,broad_text_strengthening,single,0.25,0.001388888888888889,0.25,0.001388888888888889,-0.24861111111111112,-0.25,-0.24583333333333332,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,shuffled,all,label_accuracy,single,0.7625,0.9513888888888888,0.7625,0.9513888888888888,0.18888888888888888,0.17222222222222217,0.20416666666666672,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,shuffled,all,strict_text_strengthening,single,0.25,0.0763888888888889,0.25,0.0763888888888889,-0.1736111111111111,-0.19027777777777777,-0.15694444444444444,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,shuffled,all,broad_text_strengthening,single,0.25,0.0763888888888889,0.25,0.0763888888888889,-0.1736111111111111,-0.19027777777777777,-0.15694444444444444,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,shuffled_4,all,label_accuracy,single,0.7625,0.9583333333333334,0.7625,0.9583333333333334,0.19583333333333341,0.1791666666666667,0.21111111111111114,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,shuffled_4,all,strict_text_strengthening,single,0.25,0.15,0.25,0.15,-0.1,-0.11944444444444444,-0.08333333333333334,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,shuffled_4,all,broad_text_strengthening,single,0.25,0.15,0.25,0.15,-0.1,-0.11944444444444444,-0.08333333333333334,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,0,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,grouped,weak_intent,label_accuracy,single,0.05,1.0,0.05,1.0,0.95,0.9166666666666666,0.9777777777777777,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,grouped,weak_intent,strict_text_strengthening,single,1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,grouped,weak_intent,broad_text_strengthening,single,1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,grouped_4,weak_intent,label_accuracy,single,0.05,1.0,0.05,1.0,0.95,0.9166666666666666,0.9777777777777777,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,grouped_4,weak_intent,strict_text_strengthening,single,1.0,0.005555555555555556,1.0,0.005555555555555556,-0.9944444444444445,-1.0,-0.9833333333333333,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,grouped_4,weak_intent,broad_text_strengthening,single,1.0,0.005555555555555556,1.0,0.005555555555555556,-0.9944444444444445,-1.0,-0.9833333333333333,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,shuffled,weak_intent,label_accuracy,single,0.05,0.8055555555555556,0.05,0.8055555555555556,0.7555555555555555,0.6888888888888889,0.8166666666666667,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,shuffled,weak_intent,strict_text_strengthening,single,1.0,0.3055555555555556,1.0,0.3055555555555556,-0.6944444444444444,-0.7611111111111111,-0.6277777777777778,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,shuffled,weak_intent,broad_text_strengthening,single,1.0,0.3055555555555556,1.0,0.3055555555555556,-0.6944444444444444,-0.7611111111111111,-0.6277777777777778,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,shuffled_4,weak_intent,label_accuracy,single,0.05,0.8333333333333334,0.05,0.8333333333333334,0.7833333333333333,0.7166666666666667,0.8444444444444444,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,shuffled_4,weak_intent,strict_text_strengthening,single,1.0,0.5722222222222222,1.0,0.5722222222222222,-0.4277777777777778,-0.5055555555555555,-0.3555555555555555,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.6-27b,shuffled_4,weak_intent,broad_text_strengthening,single,1.0,0.5722222222222222,1.0,0.5722222222222222,-0.4277777777777778,-0.5055555555555555,-0.3555555555555555,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,0,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,grouped,all,label_accuracy,single,0.9819444444444444,1.0,0.9819444444444444,1.0,0.018055555555555602,0.009722222222222188,0.02777777777777779,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,32,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,grouped,all,strict_text_strengthening,single,0.25,0.06976744186046512,0.25,0.06976744186046512,-0.18023255813953487,-0.19767441860465115,-0.16424418604651164,seed_id,172,720,720,688,0,172,32,0,0,0,0,0,32,720,688,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,grouped,all,broad_text_strengthening,single,0.25,0.06976744186046512,0.25,0.06976744186046512,-0.18023255813953487,-0.19767441860465115,-0.16424418604651164,seed_id,172,720,720,688,0,172,32,0,0,0,0,0,32,720,688,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,grouped_4,all,label_accuracy,single,0.9819444444444444,1.0,0.9819444444444444,1.0,0.018055555555555602,0.009722222222222188,0.02777777777777779,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,4,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,grouped_4,all,strict_text_strengthening,single,0.25,0.06005586592178771,0.25,0.06005586592178771,-0.18994413407821228,-0.2053072625698324,-0.17318435754189943,seed_id,179,720,720,716,0,179,4,0,0,0,0,0,4,720,716,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,grouped_4,all,broad_text_strengthening,single,0.25,0.06005586592178771,0.25,0.06005586592178771,-0.18994413407821228,-0.2053072625698324,-0.17318435754189943,seed_id,179,720,720,716,0,179,4,0,0,0,0,0,4,720,716,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,shuffled,all,label_accuracy,single,0.9819444444444444,0.9833333333333333,0.9819444444444444,0.9833333333333333,0.001388888888888884,-0.012500000000000067,0.01388888888888895,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,64,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,shuffled,all,strict_text_strengthening,single,0.25,0.2073170731707317,0.25,0.2073170731707317,-0.0426829268292683,-0.05754359300626795,-0.029139988631986396,seed_id,180,720,720,656,0,180,64,0,0,0,0,0,64,720,656,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,shuffled,all,broad_text_strengthening,single,0.25,0.2073170731707317,0.25,0.2073170731707317,-0.0426829268292683,-0.05754359300626795,-0.029139988631986396,seed_id,180,720,720,656,0,180,64,0,0,0,0,0,64,720,656,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,shuffled_4,all,label_accuracy,single,0.9819444444444444,0.9861111111111112,0.9819444444444444,0.9861111111111112,0.004166666666666763,-0.008333333333333415,0.015277777777777835,seed_id,180,720,720,720,0,180,0,0,0,0,0,0,8,720,720,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,shuffled_4,all,strict_text_strengthening,single,0.24859550561797752,0.23876404494382023,0.25,0.23876404494382023,-0.0098314606741573,-0.01692524682651622,-0.004184100418410052,seed_id,180,720,720,712,0,180,8,0,0,0,0,0,8,720,712,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,shuffled_4,all,broad_text_strengthening,single,0.24859550561797752,0.2443820224719101,0.25,0.2443820224719101,-0.004213483146067426,-0.012587853323147437,0.002836980174081242,seed_id,180,720,720,712,0,180,8,0,0,0,0,0,8,720,712,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,grouped,weak_intent,label_accuracy,single,0.9277777777777778,1.0,0.9277777777777778,1.0,0.07222222222222219,0.03888888888888886,0.11111111111111116,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,8,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,grouped,weak_intent,strict_text_strengthening,single,1.0,0.27906976744186046,1.0,0.27906976744186046,-0.7209302325581395,-0.7906976744186046,-0.6569767441860466,seed_id,172,180,180,172,0,172,8,0,0,0,0,0,8,180,172,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,grouped,weak_intent,broad_text_strengthening,single,1.0,0.27906976744186046,1.0,0.27906976744186046,-0.7209302325581395,-0.7906976744186046,-0.6569767441860466,seed_id,172,180,180,172,0,172,8,0,0,0,0,0,8,180,172,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,grouped_4,weak_intent,label_accuracy,single,0.9277777777777778,1.0,0.9277777777777778,1.0,0.07222222222222219,0.03888888888888886,0.11111111111111116,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,1,180,180,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,grouped_4,weak_intent,strict_text_strengthening,single,1.0,0.24022346368715083,1.0,0.24022346368715083,-0.7597765363128491,-0.8212290502793296,-0.6927374301675977,seed_id,179,180,180,179,0,179,1,0,0,0,0,0,1,180,179,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,grouped_4,weak_intent,broad_text_strengthening,single,1.0,0.24022346368715083,1.0,0.24022346368715083,-0.7597765363128491,-0.8212290502793296,-0.6927374301675977,seed_id,179,180,180,179,0,179,1,0,0,0,0,0,1,180,179,,,capability-conditional; cross-capability request dependence not modelled
qwen3.8-27b,shuffled,weak_intent,label_accuracy,single,0.9277777777777778,0.9333333333333333,0.9277777777777778,0.9333333333333333,0.005555555555555536,-0.050000000000000044,0.05555555555555558,seed_id,180,180,180,180,0,180,0,0,0,0,0,0,16,180,180,,,capability-conditional; cross-capability request dependence not modelled
