model,stratum,metric,bare,document,delta,delta_ci_low,delta_ci_high,delta_seed_ci_low,delta_seed_ci_high,delta_cluster_field,n_delta_clusters,n_bare,n_document,n_complete_pairs,n_excluded_single_arm,full_arm_bare_descriptive,full_arm_document_descriptive,cluster_note,unavailable_reason,delta_ci_unavailable_reason,delta_seed_ci_unavailable_reason,n_matched_items,n_matched_capabilities,n_unmatched_items,n_duplicate_identities,n_excluded_ineligible_items,n_missing_identity_rows,n_bare_duplicate_rows,n_bare_failed_items,n_bare_unclassified_items,n_bare_eligible_items,n_document_duplicate_rows,n_document_failed_items,n_document_unclassified_items,n_document_eligible_items
muse-glimmer-30b,modality_recommended,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,172,180,180,172,0,0.0,0.0,missing request IDs; capability fallback,,,,172,172,0,0,8,0,0,0,7,173,0,0,1,179
muse-glimmer-30b,modality_recommended,broad_text_strengthening,0.05813953488372093,0.011627906976744186,-0.046511627906976744,-0.0872093023255814,-0.011627906976744186,-0.0872093023255814,-0.011627906976744186,seed_id,172,180,180,172,0,0.057803468208092484,0.0111731843575419,missing request IDs; capability fallback,,,,172,172,0,0,8,0,0,0,7,173,0,0,1,179
muse-glimmer-30b,modality_optional,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,1,180,0,0,0,180
muse-glimmer-30b,modality_optional,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,179,180,180,179,0,0.0,0.0,missing request IDs; capability fallback,,,,179,179,0,0,1,0,0,0,1,179,0,0,0,180
muse-glimmer-30b,modality_optional,broad_text_strengthening,0.12849162011173185,0.15083798882681565,0.022346368715083803,-0.04469273743016759,0.08938547486033521,-0.04469273743016759,0.08938547486033521,seed_id,179,180,180,179,0,0.12849162011173185,0.15555555555555556,missing request IDs; capability fallback,,,,179,179,0,0,1,0,0,0,1,179,0,0,0,180
muse-glimmer-30b,modality_nice_to_have,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
muse-glimmer-30b,modality_nice_to_have,strict_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
muse-glimmer-30b,modality_nice_to_have,broad_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
muse-glimmer-30b,marker_M/modality_mandatory,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,21,155,0,0,1,155
muse-glimmer-30b,marker_M/modality_mandatory,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,133,155,155,133,0,0.0,0.0,missing request IDs; capability fallback,,,,133,133,0,0,22,0,0,0,21,134,0,0,1,154
muse-glimmer-30b,marker_M/modality_mandatory,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,133,155,155,133,0,0.0,0.0,missing request IDs; capability fallback,,,,133,133,0,0,22,0,0,0,21,134,0,0,1,154
muse-glimmer-30b,marker_M/modality_recommended,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,7,155,0,0,0,155
muse-glimmer-30b,marker_M/modality_recommended,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,148,155,155,148,0,0.0,0.0,missing request IDs; capability fallback,,,,148,148,0,0,7,0,0,0,7,148,0,0,0,155
muse-glimmer-30b,marker_M/modality_recommended,broad_text_strengthening,0.06756756756756757,0.013513513513513514,-0.05405405405405406,-0.10135135135135136,-0.006756756756756757,-0.10135135135135136,-0.006756756756756757,seed_id,148,155,155,148,0,0.06756756756756757,0.012903225806451613,missing request IDs; capability fallback,,,,148,148,0,0,7,0,0,0,7,148,0,0,0,155
muse-glimmer-30b,marker_M/modality_optional,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,1,155,0,0,0,155
muse-glimmer-30b,marker_M/modality_optional,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,154,155,155,154,0,0.0,0.0,missing request IDs; capability fallback,,,,154,154,0,0,1,0,0,0,1,154,0,0,0,155
muse-glimmer-30b,marker_M/modality_optional,broad_text_strengthening,0.12987012987012986,0.16883116883116883,0.038961038961038974,-0.03246753246753248,0.11038961038961037,-0.03246753246753248,0.11038961038961037,seed_id,154,155,155,154,0,0.12987012987012986,0.17419354838709677,missing request IDs; capability fallback,,,,154,154,0,0,1,0,0,0,1,154,0,0,0,155
muse-glimmer-30b,marker_M/modality_nice_to_have,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
muse-glimmer-30b,marker_M/modality_nice_to_have,strict_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
muse-glimmer-30b,marker_M/modality_nice_to_have,broad_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
muse-glimmer-30b,marker_O/modality_mandatory,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,8,25,0,0,1,25
muse-glimmer-30b,marker_O/modality_mandatory,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,16,25,25,16,0,0.0,0.0,missing request IDs; capability fallback,,,,16,16,0,0,9,0,0,0,8,17,0,0,1,24
muse-glimmer-30b,marker_O/modality_mandatory,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,16,25,25,16,0,0.0,0.0,missing request IDs; capability fallback,,,,16,16,0,0,9,0,0,0,8,17,0,0,1,24
muse-glimmer-30b,marker_O/modality_recommended,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,1,25
muse-glimmer-30b,marker_O/modality_recommended,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,24,25,25,24,0,0.0,0.0,missing request IDs; capability fallback,,,,24,24,0,0,1,0,0,0,0,25,0,0,1,24
muse-glimmer-30b,marker_O/modality_recommended,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,24,25,25,24,0,0.0,0.0,missing request IDs; capability fallback,,,,24,24,0,0,1,0,0,0,0,25,0,0,1,24
muse-glimmer-30b,marker_O/modality_optional,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
muse-glimmer-30b,marker_O/modality_optional,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
muse-glimmer-30b,marker_O/modality_optional,broad_text_strengthening,0.12,0.04,-0.07999999999999999,-0.24,0.04,-0.24,0.04,seed_id,25,25,25,25,0,0.12,0.04,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
muse-glimmer-30b,marker_O/modality_nice_to_have,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
muse-glimmer-30b,marker_O/modality_nice_to_have,strict_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
muse-glimmer-30b,marker_O/modality_nice_to_have,broad_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.5-9b,all,label_accuracy,0.75,0.7333333333333333,-0.01666666666666672,-0.026388888888888906,-0.008333333333333304,-0.026388888888888906,-0.008333333333333304,seed_id,180,720,720,720,0,0.75,0.7333333333333333,missing request IDs; capability fallback,,,,720,180,0,0,0,0,0,0,0,720,0,0,0,720
qwen3.5-9b,all,strict_text_strengthening,0.25,0.06388888888888888,-0.18611111111111112,-0.2013888888888889,-0.16666666666666669,-0.2013888888888889,-0.16666666666666669,seed_id,180,720,720,720,0,0.25,0.06388888888888888,missing request IDs; capability fallback,,,,720,180,0,0,0,0,0,0,0,720,0,0,0,720
qwen3.5-9b,all,broad_text_strengthening,0.2833333333333333,0.06805555555555555,-0.2152777777777778,-0.23194444444444445,-0.19583333333333336,-0.23194444444444445,-0.19583333333333336,seed_id,180,720,720,720,0,0.2833333333333333,0.06805555555555555,missing request IDs; capability fallback,,,,720,180,0,0,0,0,0,0,0,720,0,0,0,720
qwen3.5-9b,weak_intent,label_accuracy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,weak_intent,strict_text_strengthening,1.0,0.17777777777777778,-0.8222222222222222,-0.8722222222222222,-0.7611111111111111,-0.8722222222222222,-0.7611111111111111,seed_id,180,180,180,180,0,1.0,0.17777777777777778,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,weak_intent,broad_text_strengthening,1.0,0.17777777777777778,-0.8222222222222222,-0.8722222222222222,-0.7611111111111111,-0.8722222222222222,-0.7611111111111111,seed_id,180,180,180,180,0,1.0,0.17777777777777778,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,marker_M,label_accuracy,0.75,0.7306451612903225,-0.01935483870967747,-0.030645161290322576,-0.009677419354838679,-0.030645161290322576,-0.009677419354838679,seed_id,155,620,620,620,0,0.75,0.7306451612903225,missing request IDs; capability fallback,,,,620,155,0,0,0,0,0,0,0,620,0,0,0,620
qwen3.5-9b,marker_M,strict_text_strengthening,0.25,0.0532258064516129,-0.1967741935483871,-0.2129032258064516,-0.1806451612903226,-0.2129032258064516,-0.1806451612903226,seed_id,155,620,620,620,0,0.25,0.0532258064516129,missing request IDs; capability fallback,,,,620,155,0,0,0,0,0,0,0,620,0,0,0,620
qwen3.5-9b,marker_M,broad_text_strengthening,0.2838709677419355,0.05806451612903226,-0.22580645161290322,-0.2435483870967742,-0.20806451612903226,-0.2435483870967742,-0.20806451612903226,seed_id,155,620,620,620,0,0.2838709677419355,0.05806451612903226,missing request IDs; capability fallback,,,,620,155,0,0,0,0,0,0,0,620,0,0,0,620
qwen3.5-9b,marker_O,label_accuracy,0.75,0.75,0.0,0.0,0.0,0.0,0.0,seed_id,25,100,100,100,0,0.75,0.75,missing request IDs; capability fallback,,,,100,25,0,0,0,0,0,0,0,100,0,0,0,100
qwen3.5-9b,marker_O,strict_text_strengthening,0.25,0.13,-0.12,-0.18,-0.06,-0.18,-0.06,seed_id,25,100,100,100,0,0.25,0.13,missing request IDs; capability fallback,,,,100,25,0,0,0,0,0,0,0,100,0,0,0,100
qwen3.5-9b,marker_O,broad_text_strengthening,0.28,0.13,-0.15000000000000002,-0.22,-0.08000000000000002,-0.22,-0.08000000000000002,seed_id,25,100,100,100,0,0.28,0.13,missing request IDs; capability fallback,,,,100,25,0,0,0,0,0,0,0,100,0,0,0,100
qwen3.5-9b,modality_mandatory,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,modality_mandatory,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,modality_mandatory,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,modality_recommended,label_accuracy,1.0,0.9333333333333333,-0.06666666666666665,-0.10555555555555551,-0.033333333333333326,-0.10555555555555551,-0.033333333333333326,seed_id,180,180,180,180,0,1.0,0.9333333333333333,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,modality_recommended,strict_text_strengthening,0.0,0.07777777777777778,0.07777777777777778,0.03888888888888889,0.11666666666666667,0.03888888888888889,0.11666666666666667,seed_id,180,180,180,180,0,0.0,0.07777777777777778,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,modality_recommended,broad_text_strengthening,0.12777777777777777,0.09444444444444444,-0.033333333333333326,-0.08347222222222223,0.022222222222222227,-0.08347222222222223,0.022222222222222227,seed_id,180,180,180,180,0,0.12777777777777777,0.09444444444444444,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,modality_optional,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,modality_optional,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,modality_optional,broad_text_strengthening,0.005555555555555556,0.0,-0.005555555555555556,-0.016666666666666666,0.0,-0.016666666666666666,0.0,seed_id,180,180,180,180,0,0.005555555555555556,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,modality_nice_to_have,label_accuracy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,modality_nice_to_have,strict_text_strengthening,1.0,0.17777777777777778,-0.8222222222222222,-0.8722222222222222,-0.7611111111111111,-0.8722222222222222,-0.7611111111111111,seed_id,180,180,180,180,0,1.0,0.17777777777777778,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,modality_nice_to_have,broad_text_strengthening,1.0,0.17777777777777778,-0.8222222222222222,-0.8722222222222222,-0.7611111111111111,-0.8722222222222222,-0.7611111111111111,seed_id,180,180,180,180,0,1.0,0.17777777777777778,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.5-9b,marker_M/modality_mandatory,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.5-9b,marker_M/modality_mandatory,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.5-9b,marker_M/modality_mandatory,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.5-9b,marker_M/modality_recommended,label_accuracy,1.0,0.9225806451612903,-0.07741935483870965,-0.1225806451612903,-0.03870967741935483,-0.1225806451612903,-0.03870967741935483,seed_id,155,155,155,155,0,1.0,0.9225806451612903,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.5-9b,marker_M/modality_recommended,strict_text_strengthening,0.0,0.08387096774193549,0.08387096774193549,0.04516129032258064,0.12903225806451613,0.04516129032258064,0.12903225806451613,seed_id,155,155,155,155,0,0.0,0.08387096774193549,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.5-9b,marker_M/modality_recommended,broad_text_strengthening,0.12903225806451613,0.1032258064516129,-0.025806451612903222,-0.08387096774193548,0.03225806451612903,-0.08387096774193548,0.03225806451612903,seed_id,155,155,155,155,0,0.12903225806451613,0.1032258064516129,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.5-9b,marker_M/modality_optional,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.5-9b,marker_M/modality_optional,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.5-9b,marker_M/modality_optional,broad_text_strengthening,0.0064516129032258064,0.0,-0.0064516129032258064,-0.01935483870967742,0.0,-0.01935483870967742,0.0,seed_id,155,155,155,155,0,0.0064516129032258064,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.5-9b,marker_M/modality_nice_to_have,label_accuracy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.5-9b,marker_M/modality_nice_to_have,strict_text_strengthening,1.0,0.12903225806451613,-0.8709677419354839,-0.9225806451612903,-0.8193548387096774,-0.9225806451612903,-0.8193548387096774,seed_id,155,155,155,155,0,1.0,0.12903225806451613,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.5-9b,marker_M/modality_nice_to_have,broad_text_strengthening,1.0,0.12903225806451613,-0.8709677419354839,-0.9225806451612903,-0.8193548387096774,-0.9225806451612903,-0.8193548387096774,seed_id,155,155,155,155,0,1.0,0.12903225806451613,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.5-9b,marker_O/modality_mandatory,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.5-9b,marker_O/modality_mandatory,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.5-9b,marker_O/modality_mandatory,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.5-9b,marker_O/modality_recommended,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.5-9b,marker_O/modality_recommended,strict_text_strengthening,0.0,0.04,0.04,0.0,0.12,0.0,0.12,seed_id,25,25,25,25,0,0.0,0.04,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.5-9b,marker_O/modality_recommended,broad_text_strengthening,0.12,0.04,-0.07999999999999999,-0.24,0.07999999999999999,-0.24,0.07999999999999999,seed_id,25,25,25,25,0,0.12,0.04,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.5-9b,marker_O/modality_optional,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.5-9b,marker_O/modality_optional,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.5-9b,marker_O/modality_optional,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.5-9b,marker_O/modality_nice_to_have,label_accuracy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.5-9b,marker_O/modality_nice_to_have,strict_text_strengthening,1.0,0.48,-0.52,-0.72,-0.31999999999999995,-0.72,-0.31999999999999995,seed_id,25,25,25,25,0,1.0,0.48,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.5-9b,marker_O/modality_nice_to_have,broad_text_strengthening,1.0,0.48,-0.52,-0.72,-0.31999999999999995,-0.72,-0.31999999999999995,seed_id,25,25,25,25,0,1.0,0.48,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.6-27b,all,label_accuracy,0.7625,0.7375,-0.02499999999999991,-0.03753472222222231,-0.012499999999999956,-0.03753472222222231,-0.012499999999999956,seed_id,180,720,720,720,0,0.7625,0.7375,missing request IDs; capability fallback,,,,720,180,0,0,0,0,0,0,0,720,0,0,0,720
qwen3.6-27b,all,strict_text_strengthening,0.25,0.25,0.0,0.0,0.0,0.0,0.0,seed_id,180,720,720,720,0,0.25,0.25,missing request IDs; capability fallback,,,,720,180,0,0,0,0,0,0,0,720,0,0,0,720
qwen3.6-27b,all,broad_text_strengthening,0.25,0.25,0.0,0.0,0.0,0.0,0.0,seed_id,180,720,720,720,0,0.25,0.25,missing request IDs; capability fallback,,,,720,180,0,0,0,0,0,0,0,720,0,0,0,720
qwen3.6-27b,weak_intent,label_accuracy,0.05,0.011111111111111112,-0.03888888888888889,-0.07777777777777778,-0.005555555555555553,-0.07777777777777778,-0.005555555555555553,seed_id,180,180,180,180,0,0.05,0.011111111111111112,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.6-27b,weak_intent,strict_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.6-27b,weak_intent,broad_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.6-27b,marker_M,label_accuracy,0.7612903225806451,0.7532258064516129,-0.008064516129032251,-0.01935483870967747,0.001612903225806428,-0.01935483870967747,0.001612903225806428,seed_id,155,620,620,620,0,0.7612903225806451,0.7532258064516129,missing request IDs; capability fallback,,,,620,155,0,0,0,0,0,0,0,620,0,0,0,620
qwen3.6-27b,marker_M,strict_text_strengthening,0.25,0.25,0.0,0.0,0.0,0.0,0.0,seed_id,155,620,620,620,0,0.25,0.25,missing request IDs; capability fallback,,,,620,155,0,0,0,0,0,0,0,620,0,0,0,620
qwen3.6-27b,marker_M,broad_text_strengthening,0.25,0.25,0.0,0.0,0.0,0.0,0.0,seed_id,155,620,620,620,0,0.25,0.25,missing request IDs; capability fallback,,,,620,155,0,0,0,0,0,0,0,620,0,0,0,620
qwen3.6-27b,marker_O,label_accuracy,0.77,0.64,-0.13,-0.19000000000000006,-0.07999999999999996,-0.19000000000000006,-0.07999999999999996,seed_id,25,100,100,100,0,0.77,0.64,missing request IDs; capability fallback,,,,100,25,0,0,0,0,0,0,0,100,0,0,0,100
qwen3.6-27b,marker_O,strict_text_strengthening,0.25,0.25,0.0,0.0,0.0,0.0,0.0,seed_id,25,100,100,100,0,0.25,0.25,missing request IDs; capability fallback,,,,100,25,0,0,0,0,0,0,0,100,0,0,0,100
qwen3.6-27b,marker_O,broad_text_strengthening,0.25,0.25,0.0,0.0,0.0,0.0,0.0,seed_id,25,100,100,100,0,0.25,0.25,missing request IDs; capability fallback,,,,100,25,0,0,0,0,0,0,0,100,0,0,0,100
qwen3.6-27b,modality_mandatory,label_accuracy,1.0,0.9388888888888889,-0.061111111111111116,-0.09458333333333332,-0.02777777777777779,-0.09458333333333332,-0.02777777777777779,seed_id,180,180,180,180,0,1.0,0.9388888888888889,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.6-27b,modality_mandatory,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.6-27b,modality_mandatory,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.6-27b,modality_recommended,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.6-27b,modality_recommended,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.6-27b,modality_recommended,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.6-27b,modality_optional,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.6-27b,modality_optional,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
