model,stratum,metric,bare,document,delta,delta_ci_low,delta_ci_high,delta_seed_ci_low,delta_seed_ci_high,delta_cluster_field,n_delta_clusters,n_bare,n_document,n_complete_pairs,n_excluded_single_arm,full_arm_bare_descriptive,full_arm_document_descriptive,cluster_note,unavailable_reason,delta_ci_unavailable_reason,delta_seed_ci_unavailable_reason,n_matched_items,n_matched_capabilities,n_unmatched_items,n_duplicate_identities,n_excluded_ineligible_items,n_missing_identity_rows,n_bare_duplicate_rows,n_bare_failed_items,n_bare_unclassified_items,n_bare_eligible_items,n_document_duplicate_rows,n_document_failed_items,n_document_unclassified_items,n_document_eligible_items
qwen3.6-27b,modality_optional,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.6-27b,modality_nice_to_have,label_accuracy,0.05,0.011111111111111112,-0.03888888888888889,-0.07777777777777778,-0.005555555555555553,-0.07777777777777778,-0.005555555555555553,seed_id,180,180,180,180,0,0.05,0.011111111111111112,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.6-27b,modality_nice_to_have,strict_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.6-27b,modality_nice_to_have,broad_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.6-27b,marker_M/modality_mandatory,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.6-27b,marker_M/modality_mandatory,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.6-27b,marker_M/modality_mandatory,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.6-27b,marker_M/modality_recommended,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.6-27b,marker_M/modality_recommended,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.6-27b,marker_M/modality_recommended,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.6-27b,marker_M/modality_optional,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.6-27b,marker_M/modality_optional,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.6-27b,marker_M/modality_optional,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.6-27b,marker_M/modality_nice_to_have,label_accuracy,0.04516129032258064,0.012903225806451613,-0.03225806451612903,-0.07741935483870967,0.006451612903225806,-0.07741935483870967,0.006451612903225806,seed_id,155,155,155,155,0,0.04516129032258064,0.012903225806451613,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.6-27b,marker_M/modality_nice_to_have,strict_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.6-27b,marker_M/modality_nice_to_have,broad_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.6-27b,marker_O/modality_mandatory,label_accuracy,1.0,0.56,-0.43999999999999995,-0.64,-0.28,-0.64,-0.28,seed_id,25,25,25,25,0,1.0,0.56,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.6-27b,marker_O/modality_mandatory,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.6-27b,marker_O/modality_mandatory,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.6-27b,marker_O/modality_recommended,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.6-27b,marker_O/modality_recommended,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.6-27b,marker_O/modality_recommended,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.6-27b,marker_O/modality_optional,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.6-27b,marker_O/modality_optional,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.6-27b,marker_O/modality_optional,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.6-27b,marker_O/modality_nice_to_have,label_accuracy,0.08,0.0,-0.08,-0.2,0.0,-0.2,0.0,seed_id,25,25,25,25,0,0.08,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.6-27b,marker_O/modality_nice_to_have,strict_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.6-27b,marker_O/modality_nice_to_have,broad_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.8-27b,all,label_accuracy,0.9763888888888889,0.9291666666666667,-0.047222222222222165,-0.06527777777777777,-0.029166666666666674,-0.06527777777777777,-0.029166666666666674,seed_id,180,720,720,720,0,0.9763888888888889,0.9291666666666667,missing request IDs; capability fallback,,,,720,180,0,0,0,0,0,0,0,720,0,0,0,720
qwen3.8-27b,all,strict_text_strengthening,0.25,0.24722222222222223,-0.002777777777777768,-0.0069444444444444475,0.0,-0.0069444444444444475,0.0,seed_id,180,720,720,720,0,0.25,0.24722222222222223,missing request IDs; capability fallback,,,,720,180,0,0,0,0,0,0,0,720,0,0,0,720
qwen3.8-27b,all,broad_text_strengthening,0.25,0.24861111111111112,-0.001388888888888884,-0.00416666666666668,0.0,-0.00416666666666668,0.0,seed_id,180,720,720,720,0,0.25,0.24861111111111112,missing request IDs; capability fallback,,,,720,180,0,0,0,0,0,0,0,720,0,0,0,720
qwen3.8-27b,weak_intent,label_accuracy,0.9055555555555556,0.7166666666666667,-0.18888888888888888,-0.26111111111111107,-0.1166666666666667,-0.26111111111111107,-0.1166666666666667,seed_id,180,180,180,180,0,0.9055555555555556,0.7166666666666667,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,weak_intent,strict_text_strengthening,1.0,0.9888888888888889,-0.011111111111111072,-0.02777777777777779,0.0,-0.02777777777777779,0.0,seed_id,180,180,180,180,0,1.0,0.9888888888888889,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,weak_intent,broad_text_strengthening,1.0,0.9944444444444445,-0.005555555555555536,-0.01666666666666672,0.0,-0.01666666666666672,0.0,seed_id,180,180,180,180,0,1.0,0.9944444444444445,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,marker_M,label_accuracy,0.9774193548387097,0.9290322580645162,-0.048387096774193505,-0.06612903225806455,-0.029032258064516148,-0.06612903225806455,-0.029032258064516148,seed_id,155,620,620,620,0,0.9774193548387097,0.9290322580645162,missing request IDs; capability fallback,,,,620,155,0,0,0,0,0,0,0,620,0,0,0,620
qwen3.8-27b,marker_M,strict_text_strengthening,0.25,0.2467741935483871,-0.0032258064516129115,-0.008064516129032251,0.0,-0.008064516129032251,0.0,seed_id,155,620,620,620,0,0.25,0.2467741935483871,missing request IDs; capability fallback,,,,620,155,0,0,0,0,0,0,0,620,0,0,0,620
qwen3.8-27b,marker_M,broad_text_strengthening,0.25,0.24838709677419354,-0.0016129032258064557,-0.004838709677419367,0.0,-0.004838709677419367,0.0,seed_id,155,620,620,620,0,0.25,0.24838709677419354,missing request IDs; capability fallback,,,,620,155,0,0,0,0,0,0,0,620,0,0,0,620
qwen3.8-27b,marker_O,label_accuracy,0.97,0.93,-0.039999999999999925,-0.08999999999999997,0.010000000000000009,-0.08999999999999997,0.010000000000000009,seed_id,25,100,100,100,0,0.97,0.93,missing request IDs; capability fallback,,,,100,25,0,0,0,0,0,0,0,100,0,0,0,100
qwen3.8-27b,marker_O,strict_text_strengthening,0.25,0.25,0.0,0.0,0.0,0.0,0.0,seed_id,25,100,100,100,0,0.25,0.25,missing request IDs; capability fallback,,,,100,25,0,0,0,0,0,0,0,100,0,0,0,100
qwen3.8-27b,marker_O,broad_text_strengthening,0.25,0.25,0.0,0.0,0.0,0.0,0.0,seed_id,25,100,100,100,0,0.25,0.25,missing request IDs; capability fallback,,,,100,25,0,0,0,0,0,0,0,100,0,0,0,100
qwen3.8-27b,modality_mandatory,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,modality_mandatory,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,modality_mandatory,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,modality_recommended,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,modality_recommended,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,modality_recommended,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,modality_optional,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,1.0,1.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,modality_optional,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,modality_optional,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,180,180,180,180,0,0.0,0.0,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,modality_nice_to_have,label_accuracy,0.9055555555555556,0.7166666666666667,-0.18888888888888888,-0.26111111111111107,-0.1166666666666667,-0.26111111111111107,-0.1166666666666667,seed_id,180,180,180,180,0,0.9055555555555556,0.7166666666666667,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,modality_nice_to_have,strict_text_strengthening,1.0,0.9888888888888889,-0.011111111111111072,-0.02777777777777779,0.0,-0.02777777777777779,0.0,seed_id,180,180,180,180,0,1.0,0.9888888888888889,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,modality_nice_to_have,broad_text_strengthening,1.0,0.9944444444444445,-0.005555555555555536,-0.01666666666666672,0.0,-0.01666666666666672,0.0,seed_id,180,180,180,180,0,1.0,0.9944444444444445,missing request IDs; capability fallback,,,,180,180,0,0,0,0,0,0,0,180,0,0,0,180
qwen3.8-27b,marker_M/modality_mandatory,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.8-27b,marker_M/modality_mandatory,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.8-27b,marker_M/modality_mandatory,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.8-27b,marker_M/modality_recommended,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.8-27b,marker_M/modality_recommended,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.8-27b,marker_M/modality_recommended,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.8-27b,marker_M/modality_optional,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,1.0,1.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.8-27b,marker_M/modality_optional,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.8-27b,marker_M/modality_optional,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,155,155,155,155,0,0.0,0.0,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.8-27b,marker_M/modality_nice_to_have,label_accuracy,0.9096774193548387,0.7161290322580646,-0.19354838709677413,-0.2645161290322581,-0.11612903225806448,-0.2645161290322581,-0.11612903225806448,seed_id,155,155,155,155,0,0.9096774193548387,0.7161290322580646,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.8-27b,marker_M/modality_nice_to_have,strict_text_strengthening,1.0,0.9870967741935484,-0.012903225806451646,-0.032258064516129004,0.0,-0.032258064516129004,0.0,seed_id,155,155,155,155,0,1.0,0.9870967741935484,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.8-27b,marker_M/modality_nice_to_have,broad_text_strengthening,1.0,0.9935483870967742,-0.006451612903225823,-0.01935483870967747,0.0,-0.01935483870967747,0.0,seed_id,155,155,155,155,0,1.0,0.9935483870967742,missing request IDs; capability fallback,,,,155,155,0,0,0,0,0,0,0,155,0,0,0,155
qwen3.8-27b,marker_O/modality_mandatory,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.8-27b,marker_O/modality_mandatory,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.8-27b,marker_O/modality_mandatory,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.8-27b,marker_O/modality_recommended,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.8-27b,marker_O/modality_recommended,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.8-27b,marker_O/modality_recommended,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.8-27b,marker_O/modality_optional,label_accuracy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.8-27b,marker_O/modality_optional,strict_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.8-27b,marker_O/modality_optional,broad_text_strengthening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,0.0,0.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.8-27b,marker_O/modality_nice_to_have,label_accuracy,0.88,0.72,-0.16000000000000003,-0.36,0.040000000000000036,-0.36,0.040000000000000036,seed_id,25,25,25,25,0,0.88,0.72,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.8-27b,marker_O/modality_nice_to_have,strict_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
qwen3.8-27b,marker_O/modality_nice_to_have,broad_text_strengthening,1.0,1.0,0.0,0.0,0.0,0.0,0.0,seed_id,25,25,25,25,0,1.0,1.0,missing request IDs; capability fallback,,,,25,25,0,0,0,0,0,0,0,25,0,0,0,25
