model,item_context,stratum,run_id,n,n_text_readable,label_accuracy,strict_text_strengthening,strict_text_strengthening_ci_low,strict_text_strengthening_ci_high,strict_text_strengthening_seed_ci_low,strict_text_strengthening_seed_ci_high,broad_text_strengthening,broad_text_strengthening_ci_low,broad_text_strengthening_ci_high,broad_text_strengthening_seed_ci_low,broad_text_strengthening_seed_ci_high,bootstrap_ci_cluster_field,weak_strict_text_strengthening_90,estimate_cohort,n_failed_items,n_unclassified_items
gpt-oss-20b,bare,modality_nice_to_have,full-20260913-042902-897f853b,180,165,0.21666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,15
gpt-oss-20b,document,modality_nice_to_have,full-20260913-043057-a054d8f4,180,171,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,9
gpt-oss-20b,bare,marker_M/modality_mandatory,full-20260913-042902-897f853b,155,117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,38
gpt-oss-20b,document,marker_M/modality_mandatory,full-20260913-043057-a054d8f4,155,152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,3
gpt-oss-20b,bare,marker_M/modality_recommended,full-20260913-042902-897f853b,155,97,1.0,0.21649484536082475,0.14432989690721648,0.2980769230769231,0.14432989690721648,0.2980769230769231,0.3402061855670103,0.2583687311592217,0.4330473013947847,0.2583687311592217,0.4330473013947847,item_id,,full_arm_descriptive,0,58
gpt-oss-20b,document,marker_M/modality_recommended,full-20260913-043057-a054d8f4,155,155,1.0,0.6967741935483871,0.6258064516129033,0.7677419354838709,0.6258064516129033,0.7677419354838709,0.6967741935483871,0.6258064516129033,0.7677419354838709,0.6258064516129033,0.7677419354838709,item_id,,full_arm_descriptive,0,0
gpt-oss-20b,bare,marker_M/modality_optional,full-20260913-042902-897f853b,155,114,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.1016949152542373,0.23638238050609184,0.1016949152542373,0.23638238050609184,item_id,,full_arm_descriptive,0,41
gpt-oss-20b,document,marker_M/modality_optional,full-20260913-043057-a054d8f4,155,155,0.9935483870967742,0.012903225806451613,0.0,0.03225806451612903,0.0,0.03225806451612903,0.012903225806451613,0.0,0.03225806451612903,0.0,0.03225806451612903,item_id,,full_arm_descriptive,0,0
gpt-oss-20b,bare,marker_M/modality_nice_to_have,full-20260913-042902-897f853b,155,145,0.22580645161290322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,10
gpt-oss-20b,document,marker_M/modality_nice_to_have,full-20260913-043057-a054d8f4,155,149,0.5419354838709678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,6
gpt-oss-20b,bare,marker_O/modality_mandatory,full-20260913-042902-897f853b,25,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,13
gpt-oss-20b,document,marker_O/modality_mandatory,full-20260913-043057-a054d8f4,25,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,1
gpt-oss-20b,bare,marker_O/modality_recommended,full-20260913-042902-897f853b,25,11,1.0,0.2727272727272727,0.0,0.5,0.0,0.5,0.2727272727272727,0.0,0.5,0.0,0.5,item_id,,full_arm_descriptive,0,14
gpt-oss-20b,document,marker_O/modality_recommended,full-20260913-043057-a054d8f4,25,25,1.0,0.52,0.32,0.72,0.32,0.72,0.52,0.32,0.72,0.32,0.72,item_id,,full_arm_descriptive,0,0
gpt-oss-20b,bare,marker_O/modality_optional,full-20260913-042902-897f853b,25,12,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5384615384615384,0.0,0.5384615384615384,item_id,,full_arm_descriptive,0,13
gpt-oss-20b,document,marker_O/modality_optional,full-20260913-043057-a054d8f4,25,25,1.0,0.04,0.0,0.12,0.0,0.12,0.04,0.0,0.12,0.0,0.12,item_id,,full_arm_descriptive,0,0
gpt-oss-20b,bare,marker_O/modality_nice_to_have,full-20260913-042902-897f853b,25,20,0.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,5
gpt-oss-20b,document,marker_O/modality_nice_to_have,full-20260913-043057-a054d8f4,25,22,0.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,3
muse-glimmer-30b,bare,all,full-20260913-013142-e9778c65,720,683,1.0,0.2635431918008785,0.23201174743024963,0.2960988359262937,0.25936599423631124,0.26825633383010433,0.3118594436310395,0.277937091503268,0.34598679281631955,0.294285591249677,0.33088288886983364,item_id,,full_arm_descriptive,0,37
muse-glimmer-30b,document,all,full-20260913-013709-7eaba0f9,720,717,1.0,0.2510460251046025,0.21974965229485396,0.28352474922494775,0.25,0.25245441795231416,0.2928870292887029,0.25801054183517674,0.3300950746494796,0.2795549374130737,0.3064145853327403,item_id,,full_arm_descriptive,0,3
muse-glimmer-30b,bare,weak_intent,full-20260913-013142-e9778c65,180,180,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,0.7277777777777777,full_arm_descriptive,0,0
muse-glimmer-30b,document,weak_intent,full-20260913-013709-7eaba0f9,180,180,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,0.36666666666666664,full_arm_descriptive,0,0
muse-glimmer-30b,bare,marker_M,full-20260913-013142-e9778c65,620,591,1.0,0.2622673434856176,0.22904761904761903,0.2986431687836459,0.2579034941763727,0.2667814113597246,0.3130287648054145,0.2767883170592976,0.3493279255692178,0.2951096121416526,0.3339041832692806,item_id,,full_arm_descriptive,0,29
muse-glimmer-30b,document,marker_M,full-20260913-013709-7eaba0f9,620,619,1.0,0.25040387722132473,0.2161290322580645,0.28642499217037265,0.25,0.25121555915721233,0.2972536348949919,0.2621253352573051,0.33279483037156704,0.2827140549273021,0.3118058278568105,item_id,,full_arm_descriptive,0,1
muse-glimmer-30b,bare,marker_O,full-20260913-013142-e9778c65,100,92,1.0,0.2717391304347826,0.1860149140546006,0.36561827956989246,0.2604166666666667,0.28735632183908044,0.30434782608695654,0.21682212721855162,0.40005434782608695,0.26804123711340205,0.3595505617977528,item_id,,full_arm_descriptive,0,8
muse-glimmer-30b,document,marker_O,full-20260913-013709-7eaba0f9,100,98,1.0,0.25510204081632654,0.17346938775510204,0.3437584005376344,0.25,0.2631578947368421,0.2653061224489796,0.18362708719851578,0.35362554112554107,0.25,0.29,item_id,,full_arm_descriptive,0,2
muse-glimmer-30b,bare,modality_mandatory,full-20260913-013142-e9778c65,180,151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,29
muse-glimmer-30b,document,modality_mandatory,full-20260913-013709-7eaba0f9,180,178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,2
muse-glimmer-30b,bare,modality_recommended,full-20260913-013142-e9778c65,180,173,1.0,0.0,0.0,0.0,0.0,0.0,0.057803468208092484,0.023806001690617074,0.09303685570515434,0.023806001690617074,0.09303685570515434,item_id,,full_arm_descriptive,0,7
muse-glimmer-30b,document,modality_recommended,full-20260913-013709-7eaba0f9,180,179,1.0,0.0,0.0,0.0,0.0,0.0,0.0111731843575419,0.0,0.027932960893854747,0.0,0.027932960893854747,item_id,,full_arm_descriptive,0,1
muse-glimmer-30b,bare,modality_optional,full-20260913-013142-e9778c65,180,179,1.0,0.0,0.0,0.0,0.0,0.0,0.12849162011173185,0.08379888268156424,0.183358938547486,0.08379888268156424,0.183358938547486,item_id,,full_arm_descriptive,0,1
muse-glimmer-30b,document,modality_optional,full-20260913-013709-7eaba0f9,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,0.10555555555555556,0.2111111111111111,0.10555555555555556,0.2111111111111111,item_id,,full_arm_descriptive,0,0
muse-glimmer-30b,bare,modality_nice_to_have,full-20260913-013142-e9778c65,180,180,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
muse-glimmer-30b,document,modality_nice_to_have,full-20260913-013709-7eaba0f9,180,180,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
muse-glimmer-30b,bare,marker_M/modality_mandatory,full-20260913-013142-e9778c65,155,134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,21
muse-glimmer-30b,document,marker_M/modality_mandatory,full-20260913-013709-7eaba0f9,155,154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,1
muse-glimmer-30b,bare,marker_M/modality_recommended,full-20260913-013142-e9778c65,155,148,1.0,0.0,0.0,0.0,0.0,0.0,0.06756756756756757,0.02815444390480816,0.1095890410958904,0.02815444390480816,0.1095890410958904,item_id,,full_arm_descriptive,0,7
muse-glimmer-30b,document,marker_M/modality_recommended,full-20260913-013709-7eaba0f9,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.012903225806451613,0.0,0.03225806451612903,0.0,0.03225806451612903,item_id,,full_arm_descriptive,0,0
muse-glimmer-30b,bare,marker_M/modality_optional,full-20260913-013142-e9778c65,155,154,1.0,0.0,0.0,0.0,0.0,0.0,0.12987012987012986,0.07894736842105263,0.1870967741935484,0.07894736842105263,0.1870967741935484,item_id,,full_arm_descriptive,0,1
muse-glimmer-30b,document,marker_M/modality_optional,full-20260913-013709-7eaba0f9,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.17419354838709677,0.11612903225806452,0.23225806451612904,0.11612903225806452,0.23225806451612904,item_id,,full_arm_descriptive,0,0
muse-glimmer-30b,bare,marker_M/modality_nice_to_have,full-20260913-013142-e9778c65,155,155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
muse-glimmer-30b,document,marker_M/modality_nice_to_have,full-20260913-013709-7eaba0f9,155,155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
muse-glimmer-30b,bare,marker_O/modality_mandatory,full-20260913-013142-e9778c65,25,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,8
muse-glimmer-30b,document,marker_O/modality_mandatory,full-20260913-013709-7eaba0f9,25,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,1
muse-glimmer-30b,bare,marker_O/modality_recommended,full-20260913-013142-e9778c65,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
muse-glimmer-30b,document,marker_O/modality_recommended,full-20260913-013709-7eaba0f9,25,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,1
muse-glimmer-30b,bare,marker_O/modality_optional,full-20260913-013142-e9778c65,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.28,0.0,0.28,item_id,,full_arm_descriptive,0,0
muse-glimmer-30b,document,marker_O/modality_optional,full-20260913-013709-7eaba0f9,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.12,0.0,0.12,item_id,,full_arm_descriptive,0,0
muse-glimmer-30b,bare,marker_O/modality_nice_to_have,full-20260913-013142-e9778c65,25,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
muse-glimmer-30b,document,marker_O/modality_nice_to_have,full-20260913-013709-7eaba0f9,25,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,all,full-20260912-104139-00bb258d,720,720,0.75,0.25,0.21805555555555556,0.2791666666666667,0.25,0.25,0.2833333333333333,0.25,0.31666666666666665,0.2722222222222222,0.2986111111111111,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,all,full-20260912-104313-a3955555,720,720,0.7333333333333333,0.06388888888888888,0.04722222222222222,0.08194444444444444,0.04722222222222222,0.08194444444444444,0.06805555555555555,0.05,0.08611111111111111,0.05138888888888889,0.0861458333333333,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,weak_intent,full-20260912-104139-00bb258d,180,180,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,1.0,full_arm_descriptive,0,0
qwen3.5-9b,document,weak_intent,full-20260912-104313-a3955555,180,180,0.0,0.17777777777777778,0.12763888888888889,0.2388888888888889,0.12763888888888889,0.2388888888888889,0.17777777777777778,0.12763888888888889,0.2388888888888889,0.12763888888888889,0.2388888888888889,item_id,0.17777777777777778,full_arm_descriptive,0,0
qwen3.5-9b,bare,marker_M,full-20260912-104139-00bb258d,620,620,0.75,0.25,0.21774193548387097,0.28225806451612906,0.25,0.25,0.2838709677419355,0.2483467741935484,0.3193548387096774,0.2709677419354839,0.29838709677419356,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,marker_M,full-20260912-104313-a3955555,620,620,0.7306451612903225,0.0532258064516129,0.037096774193548385,0.07096774193548387,0.037096774193548385,0.06935483870967742,0.05806451612903226,0.04032258064516129,0.07741935483870968,0.041935483870967745,0.07741935483870968,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,marker_O,full-20260912-104139-00bb258d,100,100,0.75,0.25,0.17,0.34,0.25,0.25,0.28,0.2,0.37,0.25,0.31,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,marker_O,full-20260912-104313-a3955555,100,100,0.75,0.13,0.07,0.2,0.07,0.18,0.13,0.07,0.2,0.07,0.18,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,modality_mandatory,full-20260912-104139-00bb258d,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,modality_mandatory,full-20260912-104313-a3955555,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,modality_recommended,full-20260912-104139-00bb258d,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.12777777777777777,0.08333333333333333,0.18333333333333332,0.08333333333333333,0.18333333333333332,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,modality_recommended,full-20260912-104313-a3955555,180,180,0.9333333333333333,0.07777777777777778,0.03888888888888889,0.12222222222222222,0.03888888888888889,0.12222222222222222,0.09444444444444444,0.05555555555555555,0.14444444444444443,0.05555555555555555,0.14444444444444443,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,modality_optional,full-20260912-104139-00bb258d,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.0,0.016805555555555428,0.0,0.016805555555555428,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,modality_optional,full-20260912-104313-a3955555,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,modality_nice_to_have,full-20260912-104139-00bb258d,180,180,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,modality_nice_to_have,full-20260912-104313-a3955555,180,180,0.0,0.17777777777777778,0.12763888888888889,0.2388888888888889,0.12763888888888889,0.2388888888888889,0.17777777777777778,0.12763888888888889,0.2388888888888889,0.12763888888888889,0.2388888888888889,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,marker_M/modality_mandatory,full-20260912-104139-00bb258d,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,marker_M/modality_mandatory,full-20260912-104313-a3955555,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,marker_M/modality_recommended,full-20260912-104139-00bb258d,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.07741935483870968,0.1870967741935484,0.07741935483870968,0.1870967741935484,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,marker_M/modality_recommended,full-20260912-104313-a3955555,155,155,0.9225806451612903,0.08387096774193549,0.04516129032258064,0.12903225806451613,0.04516129032258064,0.12903225806451613,0.1032258064516129,0.05806451612903226,0.15483870967741936,0.05806451612903226,0.15483870967741936,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,marker_M/modality_optional,full-20260912-104139-00bb258d,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.0,0.01935483870967742,0.0,0.01935483870967742,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,marker_M/modality_optional,full-20260912-104313-a3955555,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,marker_M/modality_nice_to_have,full-20260912-104139-00bb258d,155,155,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,marker_M/modality_nice_to_have,full-20260912-104313-a3955555,155,155,0.0,0.12903225806451613,0.07741935483870968,0.1870967741935484,0.07741935483870968,0.1870967741935484,0.12903225806451613,0.07741935483870968,0.1870967741935484,0.07741935483870968,0.1870967741935484,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,marker_O/modality_mandatory,full-20260912-104139-00bb258d,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,marker_O/modality_mandatory,full-20260912-104313-a3955555,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,marker_O/modality_recommended,full-20260912-104139-00bb258d,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.24,0.0,0.24,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,marker_O/modality_recommended,full-20260912-104313-a3955555,25,25,1.0,0.04,0.0,0.12,0.0,0.12,0.04,0.0,0.12,0.0,0.12,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,marker_O/modality_optional,full-20260912-104139-00bb258d,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,marker_O/modality_optional,full-20260912-104313-a3955555,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,bare,marker_O/modality_nice_to_have,full-20260912-104139-00bb258d,25,25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
qwen3.5-9b,document,marker_O/modality_nice_to_have,full-20260912-104313-a3955555,25,25,0.0,0.48,0.28,0.68,0.28,0.68,0.48,0.28,0.68,0.28,0.68,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,all,full-20260912-025359-02bbecc9,720,720,0.7625,0.25,0.21666666666666667,0.28194444444444444,0.25,0.25,0.25,0.21666666666666667,0.28194444444444444,0.25,0.25,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,all,full-20260912-025802-c467f8ff,720,720,0.7375,0.25,0.21944444444444444,0.28194444444444444,0.25,0.25,0.25,0.21944444444444444,0.28194444444444444,0.25,0.25,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,weak_intent,full-20260912-025359-02bbecc9,180,180,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,1.0,full_arm_descriptive,0,0
qwen3.6-27b,document,weak_intent,full-20260912-025802-c467f8ff,180,180,0.011111111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,1.0,full_arm_descriptive,0,0
qwen3.6-27b,bare,marker_M,full-20260912-025359-02bbecc9,620,620,0.7612903225806451,0.25,0.21451612903225806,0.28225806451612906,0.25,0.25,0.25,0.21451612903225806,0.28225806451612906,0.25,0.25,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,marker_M,full-20260912-025802-c467f8ff,620,620,0.7532258064516129,0.25,0.2161290322580645,0.2838709677419355,0.25,0.25,0.25,0.2161290322580645,0.2838709677419355,0.25,0.25,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,marker_O,full-20260912-025359-02bbecc9,100,100,0.77,0.25,0.17,0.33024999999999977,0.25,0.25,0.25,0.17,0.33024999999999977,0.25,0.25,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,marker_O,full-20260912-025802-c467f8ff,100,100,0.64,0.25,0.17,0.34,0.25,0.25,0.25,0.17,0.34,0.25,0.25,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,modality_mandatory,full-20260912-025359-02bbecc9,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,modality_mandatory,full-20260912-025802-c467f8ff,180,180,0.9388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,modality_recommended,full-20260912-025359-02bbecc9,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,modality_recommended,full-20260912-025802-c467f8ff,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,modality_optional,full-20260912-025359-02bbecc9,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,modality_optional,full-20260912-025802-c467f8ff,180,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,modality_nice_to_have,full-20260912-025359-02bbecc9,180,180,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,modality_nice_to_have,full-20260912-025802-c467f8ff,180,180,0.011111111111111112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,marker_M/modality_mandatory,full-20260912-025359-02bbecc9,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,marker_M/modality_mandatory,full-20260912-025802-c467f8ff,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,marker_M/modality_recommended,full-20260912-025359-02bbecc9,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,marker_M/modality_recommended,full-20260912-025802-c467f8ff,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,marker_M/modality_optional,full-20260912-025359-02bbecc9,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,marker_M/modality_optional,full-20260912-025802-c467f8ff,155,155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,marker_M/modality_nice_to_have,full-20260912-025359-02bbecc9,155,155,0.04516129032258064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,marker_M/modality_nice_to_have,full-20260912-025802-c467f8ff,155,155,0.012903225806451613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,marker_O/modality_mandatory,full-20260912-025359-02bbecc9,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,marker_O/modality_mandatory,full-20260912-025802-c467f8ff,25,25,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,marker_O/modality_recommended,full-20260912-025359-02bbecc9,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,marker_O/modality_recommended,full-20260912-025802-c467f8ff,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,marker_O/modality_optional,full-20260912-025359-02bbecc9,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,marker_O/modality_optional,full-20260912-025802-c467f8ff,25,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,bare,marker_O/modality_nice_to_have,full-20260912-025359-02bbecc9,25,25,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
qwen3.6-27b,document,marker_O/modality_nice_to_have,full-20260912-025802-c467f8ff,25,25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,all,full-20260912-083204-af155f9f,720,720,0.9763888888888889,0.25,0.21944444444444444,0.27920138888888885,0.25,0.25,0.25,0.21944444444444444,0.27920138888888885,0.25,0.25,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,document,all,full-20260912-083615-ffd81237,720,720,0.9291666666666667,0.24722222222222223,0.2152777777777778,0.2764236111111111,0.24305555555555555,0.25,0.24861111111111112,0.21666666666666667,0.2791666666666667,0.24583333333333332,0.25,item_id,,full_arm_descriptive,0,0
qwen3.8-27b,bare,weak_intent,full-20260912-083204-af155f9f,180,180,0.9055555555555556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,item_id,1.0,full_arm_descriptive,0,0
