model,dataset,variant,source_modality,n_items,n_valid,n_parse_failures,n_text_unclassified,broad_strengthening_n,broad_strengthening_denominator,broad_strengthening_rate,broad_strengthening_ci_low,broad_strengthening_ci_high,broad_strengthening_seed_ci_low,broad_strengthening_seed_ci_high,strict_strengthening_n,strict_strengthening_denominator,strict_strengthening_rate,strict_strengthening_ci_low,strict_strengthening_ci_high,strict_strengthening_seed_ci_low,strict_strengthening_seed_ci_high,strengthening_ci_cluster_field,strict_high_conf_share_90,agreement_n_complete,agreement_n_incomplete_excluded,requirement_word_count_n,mean_requirement_word_count
glm-5.3-flash,nice,must,optional,180,180,0,0,3,180,0.016666666666666666,0.0,0.03888888888888889,0.0,0.03888888888888889,2,180,0.011111111111111112,0.0,0.027777777777777776,0.0,0.027777777777777776,item_id,1.0,2,0,180,14.194444444444445
glm-5.3-flash,nice,must,nice_to_have,180,180,0,0,180,180,1.0,1.0,1.0,1.0,1.0,180,180,1.0,1.0,1.0,1.0,1.0,item_id,0.5111111111111111,180,0,180,14.372222222222222
gpt-oss-20b,nice,must,mandatory,180,180,0,59,0,121,0.0,0.0,0.0,0.0,0.0,0,121,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,13.122222222222222
gpt-oss-20b,nice,must,recommended,180,180,0,66,34,114,0.2982456140350877,0.2184873949579832,0.3853211009174312,0.2184873949579832,0.3853211009174312,21,114,0.18421052631578946,0.11649401872399445,0.2586283866995074,0.11649401872399445,0.2586283866995074,item_id,1.0,21,0,180,12.994444444444444
gpt-oss-20b,nice,must,optional,180,180,0,69,43,111,0.38738738738738737,0.2989100995981129,0.47707455161583606,0.2989100995981129,0.47707455161583606,1,111,0.009009009009009009,0.0,0.028578296703296695,0.0,0.028578296703296695,item_id,1.0,1,0,180,12.783333333333333
gpt-oss-20b,nice,must,nice_to_have,180,180,0,32,148,148,1.0,1.0,1.0,1.0,1.0,148,148,1.0,1.0,1.0,1.0,1.0,item_id,0.7905405405405406,148,0,180,13.772222222222222
muse-glimmer-30b,nice,must,mandatory,180,180,0,23,0,157,0.0,0.0,0.0,0.0,0.0,0,157,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,13.744444444444444
muse-glimmer-30b,nice,must,recommended,180,180,0,14,13,166,0.0783132530120482,0.04190993013972056,0.12121212121212122,0.04190993013972056,0.12121212121212122,0,166,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,13.894444444444444
muse-glimmer-30b,nice,must,optional,180,180,0,14,46,166,0.27710843373493976,0.20855174792173375,0.3433781136817207,0.20855174792173375,0.3433781136817207,0,166,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,13.688888888888888
muse-glimmer-30b,nice,must,nice_to_have,180,180,0,0,180,180,1.0,1.0,1.0,1.0,1.0,180,180,1.0,1.0,1.0,1.0,1.0,item_id,0.7166666666666667,180,0,180,14.188888888888888
qwen3.5-9b,nice,must,mandatory,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.144444444444444
