model,dataset,variant,source_modality,n_items,n_valid,n_parse_failures,n_text_unclassified,broad_strengthening_n,broad_strengthening_denominator,broad_strengthening_rate,broad_strengthening_ci_low,broad_strengthening_ci_high,broad_strengthening_seed_ci_low,broad_strengthening_seed_ci_high,strict_strengthening_n,strict_strengthening_denominator,strict_strengthening_rate,strict_strengthening_ci_low,strict_strengthening_ci_high,strict_strengthening_seed_ci_low,strict_strengthening_seed_ci_high,strengthening_ci_cluster_field,strict_high_conf_share_90,agreement_n_complete,agreement_n_incomplete_excluded,requirement_word_count_n,mean_requirement_word_count
gemma4-12b-it,nice,shall,mandatory,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.205555555555556
gemma4-12b-it,nice,shall,recommended,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.205555555555556
gemma4-12b-it,nice,shall,optional,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.11111111111111
gemma4-12b-it,nice,shall,nice_to_have,180,180,0,0,180,180,1.0,1.0,1.0,1.0,1.0,180,180,1.0,1.0,1.0,1.0,1.0,item_id,1.0,180,0,180,14.194444444444445
gemma4-31b-it,nice,shall,mandatory,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.205555555555556
gemma4-31b-it,nice,shall,recommended,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.205555555555556
gemma4-31b-it,nice,shall,optional,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.205555555555556
gemma4-31b-it,nice,shall,nice_to_have,180,180,0,0,180,180,1.0,1.0,1.0,1.0,1.0,180,180,1.0,1.0,1.0,1.0,1.0,item_id,1.0,180,0,180,14.216666666666667
glm-5.3,nice,shall,mandatory,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
glm-5.3,nice,shall,recommended,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
glm-5.3,nice,shall,optional,180,180,0,0,1,180,0.005555555555555556,0.0,0.016666666666666666,0.0,0.016666666666666666,1,180,0.005555555555555556,0.0,0.016666666666666666,0.0,0.016666666666666666,item_id,1.0,1,0,180,14.2
glm-5.3,nice,shall,nice_to_have,180,180,0,0,180,180,1.0,1.0,1.0,1.0,1.0,180,180,1.0,1.0,1.0,1.0,1.0,item_id,0.4222222222222222,180,0,180,14.238888888888889
glm-5.3-flash,nice,shall,mandatory,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
glm-5.3-flash,nice,shall,recommended,180,180,0,0,4,180,0.022222222222222223,0.005555555555555556,0.044444444444444446,0.005555555555555556,0.044444444444444446,4,180,0.022222222222222223,0.005555555555555556,0.044444444444444446,0.005555555555555556,0.044444444444444446,item_id,1.0,4,0,180,14.2
glm-5.3-flash,nice,shall,optional,180,180,0,0,1,180,0.005555555555555556,0.0,0.016666666666666666,0.0,0.016666666666666666,1,180,0.005555555555555556,0.0,0.016666666666666666,0.0,0.016666666666666666,item_id,1.0,1,0,180,14.2
glm-5.3-flash,nice,shall,nice_to_have,180,180,0,0,180,180,1.0,1.0,1.0,1.0,1.0,180,180,1.0,1.0,1.0,1.0,1.0,item_id,0.5055555555555555,180,0,180,14.188888888888888
gpt-oss-20b,nice,shall,mandatory,180,180,0,52,0,128,0.0,0.0,0.0,0.0,0.0,0,128,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,13.15
gpt-oss-20b,nice,shall,recommended,180,180,0,61,32,119,0.2689075630252101,0.18851233011069077,0.358349358974359,0.18851233011069077,0.358349358974359,17,119,0.14285714285714285,0.08064516129032258,0.21053659539473682,0.08064516129032258,0.21053659539473682,item_id,1.0,17,0,180,13.066666666666666
gpt-oss-20b,nice,shall,optional,180,180,0,81,30,99,0.30303030303030304,0.20998255813953487,0.39,0.20998255813953487,0.39,1,99,0.010101010101010102,0.0,0.03333333333333333,0.0,0.03333333333333333,item_id,1.0,1,0,180,12.677777777777777
gpt-oss-20b,nice,shall,nice_to_have,180,180,0,29,151,151,1.0,1.0,1.0,1.0,1.0,150,151,0.9933774834437086,0.9797262824048538,1.0,0.9797262824048538,1.0,item_id,0.86,150,0,180,13.927777777777777
muse-glimmer-30b,nice,shall,mandatory,180,180,0,11,0,169,0.0,0.0,0.0,0.0,0.0,0,169,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.022222222222222
muse-glimmer-30b,nice,shall,recommended,180,180,0,13,15,167,0.08982035928143713,0.049681772870178664,0.1375056137724551,0.049681772870178664,0.1375056137724551,0,167,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,13.905555555555555
muse-glimmer-30b,nice,shall,optional,180,180,0,10,43,170,0.2529411764705882,0.1893028846153846,0.32516063455185684,0.1893028846153846,0.32516063455185684,0,170,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,13.78888888888889
muse-glimmer-30b,nice,shall,nice_to_have,180,180,0,0,180,180,1.0,1.0,1.0,1.0,1.0,180,180,1.0,1.0,1.0,1.0,1.0,item_id,0.6777777777777778,180,0,180,14.183333333333334
qwen3.5-9b,nice,shall,mandatory,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
qwen3.5-9b,nice,shall,recommended,180,180,0,0,28,180,0.15555555555555556,0.10555555555555556,0.21666666666666667,0.10555555555555556,0.21666666666666667,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.044444444444444
qwen3.5-9b,nice,shall,optional,180,180,0,0,4,180,0.022222222222222223,0.005555555555555556,0.044444444444444446,0.005555555555555556,0.044444444444444446,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.177777777777777
qwen3.5-9b,nice,shall,nice_to_have,180,180,0,0,180,180,1.0,1.0,1.0,1.0,1.0,176,180,0.9777777777777777,0.95,0.9944444444444445,0.95,0.9944444444444445,item_id,1.0,176,0,180,14.116666666666667
qwen3.6-27b,nice,shall,mandatory,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
qwen3.6-27b,nice,shall,recommended,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
qwen3.6-27b,nice,shall,optional,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
qwen3.6-27b,nice,shall,nice_to_have,180,180,0,0,180,180,1.0,1.0,1.0,1.0,1.0,180,180,1.0,1.0,1.0,1.0,1.0,item_id,1.0,180,0,180,14.188888888888888
qwen3.8-27b,nice,shall,mandatory,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
qwen3.8-27b,nice,shall,recommended,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
qwen3.8-27b,nice,shall,optional,180,180,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0,180,0.0,0.0,0.0,0.0,0.0,item_id,,0,0,180,14.2
qwen3.8-27b,nice,shall,nice_to_have,180,180,0,0,180,180,1.0,1.0,1.0,1.0,1.0,180,180,1.0,1.0,1.0,1.0,1.0,item_id,0.9944444444444445,180,0,180,14.15
