feature_backend,text_variant,group_mode,scope,target,model,folds,auroc_mean,auroc_std,auprc_mean,baseline_auprc,auprc_lift_over_baseline,balanced_accuracy_mean,positive_rate,n_excluded_samples,folds_requested,partial_evaluation,evaluated_fold_ids,n_eligible,class_counts_eligible,class_order,n_evaluated_samples,n_evaluated_capabilities,class_counts,averaging,resampling_unit,uncertainty_scope,bootstrap_samples,bootstrap_seed,fit_review_required,unavailable_reason,auroc_ci_low,auroc_ci_high,auprc_ci_low,auprc_ci_high,bootstrap_valid,ci_unavailable_reason
tfidf,reqonly,seed,source_modality=recommended,sample_strict_text_overcommit,hgb,3,0.7462613547998975,0.02700506433759898,0.14769525556098598,0.03452726763848815,4.277640996889875,0.6432971692708507,0.03452726763848815,2164,3,False,"[0, 1, 2]",30236,"{""0"": 29192, ""1"": 1044}","[""0"", ""1""]",30236,360,"{""0"": 29192, ""1"": 1044}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,0.7221782253396897,0.775507814271668,0.12661930902871782,0.20139313088641558,1000,
tfidf,reqonly,seed,source_modality=optional,deterministic_strict_text_overcommit,hgb,3,0.6188833185855057,0.03548948319457529,0.006329701807211344,0.0019565502327760797,3.2351338090769866,0.49856279601502534,0.0019565502327760797,1740,3,False,"[0, 1, 2]",30660,"{""0"": 30600, ""1"": 60}","[""0"", ""1""]",30660,360,"{""0"": 30600, ""1"": 60}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,,,,,859,fewer than 90% defined bootstrap draws (missing fold classes)
tfidf,reqonly,seed,source_modality=optional,sample_strict_text_overcommit,hgb,3,0.6514123804966032,0.05599571627835591,0.05457791981527486,0.010319627579361895,5.288748978153496,0.5973086458660373,0.010319627579361895,1682,3,False,"[0, 1, 2]",30718,"{""0"": 30401, ""1"": 317}","[""0"", ""1""]",30718,360,"{""0"": 30401, ""1"": 317}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,0.6074730626688538,0.7009070486940501,0.03152006626464752,0.10994932102261588,1000,
tfidf,reqonly,seed,source_modality=nice_to_have,deterministic_strict_text_overcommit,hgb,3,0.6246673266572762,0.10513299366994659,0.9984510568497841,0.9973183944764585,1.001135707893887,0.5,0.9973183944764585,715,3,False,"[0, 1, 2]",31685,"{""0"": 85, ""1"": 31600}","[""0"", ""1""]",31685,360,"{""0"": 85, ""1"": 31600}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,0.4763325587395,0.7426992169042391,0.9967572135284487,0.9994520353844701,949,
tfidf,reqonly,seed,source_modality=nice_to_have,sample_strict_text_overcommit,hgb,3,0.7500354462255912,0.018404798523781293,0.9937863700103313,0.983732511571053,1.0102201140259377,0.6573268936828363,0.983732511571053,1358,3,False,"[0, 1, 2]",31042,"{""0"": 505, ""1"": 30537}","[""0"", ""1""]",31042,360,"{""0"": 505, ""1"": 30537}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,0.7184910657375269,0.7818766668440592,0.9924869755752119,0.9951141081919469,1000,
tfidf,reqonly,item,global,source_modality,hgb,3,0.7115169238683129,0.017791084474281845,0.46504279789893355,0.25,1.8601711915957342,0.436820987654321,,0,3,False,"[0, 1, 2]",129600,"{""mandatory"": 32400, ""nice_to_have"": 32400, ""optional"": 32400, ""recommended"": 32400}","[""mandatory"", ""nice_to_have"", ""optional"", ""recommended""]",129600,360,"{""mandatory"": 32400, ""nice_to_have"": 32400, ""optional"": 32400, ""recommended"": 32400}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,0.6974005871759182,0.7258399319552199,0.45394943010134997,0.4799244352621035,1000,
tfidf,reqonly,item,global,dataset_variant,hgb,3,0.730909784855586,0.0031601580646559856,0.3439677117900759,0.25,1.3758708471603036,0.3002237654320987,,0,3,False,"[0, 1, 2]",129600,"{""mlm_tapt/must"": 32400, ""mlm_tapt/shall"": 32400, ""nice/must"": 32400, ""nice/shall"": 32400}","[""mlm_tapt/must"", ""mlm_tapt/shall"", ""nice/must"", ""nice/shall""]",129600,360,"{""mlm_tapt/must"": 32400, ""mlm_tapt/shall"": 32400, ""nice/must"": 32400, ""nice/shall"": 32400}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,0.7250226715035891,0.7361005587911745,0.34054128507743264,0.3504734612755239,1000,
tfidf,reqonly,item,global,deterministic_strict_text_overcommit,hgb,3,0.5216909494975757,0.019603095845293968,0.260337073106569,0.2601498604317424,1.0007196339621938,0.5030178002889202,0.2601498604317424,5460,3,False,"[0, 1, 2]",124140,"{""0"": 91845, ""1"": 32295}","[""0"", ""1""]",124140,360,"{""0"": 91845, ""1"": 32295}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,0.5004480949806598,0.5451275758455193,0.2504692872302905,0.274812286689054,1000,
tfidf,reqonly,item,global,sample_strict_text_overcommit,hgb,3,0.5243092491677902,0.006220115411483741,0.2555054581521305,0.2605918557738292,0.9804813638300606,0.5005743048936087,0.2605918557738292,7194,3,False,"[0, 1, 2]",122406,"{""0"": 90508, ""1"": 31898}","[""0"", ""1""]",122406,360,"{""0"": 90508, ""1"": 31898}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,0.5053188648042367,0.5462232042747782,0.24671123361759248,0.2677427886823263,1000,
tfidf,reqonly,item,source_modality=recommended,deterministic_strict_text_overcommit,hgb,3,0.6221875652200545,0.04816901536689709,0.12288045102029284,0.020559747382019752,5.976749068802094,0.586547649420016,0.020559747382019752,1515,3,False,"[0, 1, 2]",30885,"{""0"": 30250, ""1"": 635}","[""0"", ""1""]",30885,360,"{""0"": 30250, ""1"": 635}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,0.5596194890480543,0.6849687343373377,0.06696195783196594,0.19944554479730386,1000,
tfidf,reqonly,item,source_modality=recommended,sample_strict_text_overcommit,hgb,3,0.9248653079124108,0.011759791864999813,0.6277168757750279,0.034528282236031195,18.17978871592947,0.8198722224270965,0.034528282236031195,2164,3,False,"[0, 1, 2]",30236,"{""0"": 29192, ""1"": 1044}","[""0"", ""1""]",30236,360,"{""0"": 29192, ""1"": 1044}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,0.910309689111095,0.940102170214779,0.5789185177904191,0.699809579742,1000,
tfidf,reqonly,item,source_modality=optional,deterministic_strict_text_overcommit,hgb,3,0.8073749999999998,0.13623552517561993,0.15334736454419498,0.0019569471624266144,78.36050328208364,0.7209150326797387,0.0019569471624266144,1740,3,False,"[0, 1, 2]",30660,"{""0"": 30600, ""1"": 60}","[""0"", ""1""]",30660,360,"{""0"": 30600, ""1"": 60}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,0.6047533121437517,0.9821243886256436,0.035453373056497935,0.2951324830462817,949,
tfidf,reqonly,item,source_modality=optional,sample_strict_text_overcommit,hgb,3,0.8171149412020169,0.010404683850148389,0.24844001535751092,0.01031963278186003,24.07450154565787,0.6847223898256813,0.01031963278186003,1682,3,False,"[0, 1, 2]",30718,"{""0"": 30401, ""1"": 317}","[""0"", ""1""]",30718,360,"{""0"": 30401, ""1"": 317}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,0.7852836915338927,0.8478598637824425,0.17907360994674112,0.3335192002352472,1000,
tfidf,reqonly,item,source_modality=nice_to_have,deterministic_strict_text_overcommit,hgb,3,0.782390327663122,0.10409166566589258,0.9991471158311892,0.9973174416956262,1.0018345955450776,0.5921656628374975,0.9973174416956262,715,3,False,"[0, 1, 2]",31685,"{""0"": 85, ""1"": 31600}","[""0"", ""1""]",31685,360,"{""0"": 85, ""1"": 31600}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,0.6436519472387844,0.9273297073096958,0.9982955877741743,0.9997970453308918,977,
tfidf,reqonly,item,source_modality=nice_to_have,sample_strict_text_overcommit,hgb,3,0.9362517411856185,0.011012468522231655,0.998617485290454,0.983731273527222,1.015132396584137,0.8052004647781027,0.983731273527222,1358,3,False,"[0, 1, 2]",31042,"{""0"": 505, ""1"": 30537}","[""0"", ""1""]",31042,360,"{""0"": 505, ""1"": 30537}",equal mean of evaluable folds; binary positive-class AP; multiclass macro OVR AUROC/AP,"capability across samples, models and keyword cells",fixed held-out predictions and folds; no refitting or generation uncertainty,1000,20260527,True,,0.9196137798437718,0.9514906673360712,0.9982395074493532,0.9989796429699394,1000,
